issue_place_raw,n_charters
(vid Stockholm),1
Holbonäs,1
Noor [Norsholm],1
Kumla klockargård,1
Gelstad,1
Skeppet Svanen,1
”Vtala”,1
"Föreness, Gränna sn",1
”paa Hallarne”,1
Härdal,1
Wittemberg,1
Fredriksborg,1
Levajärvi,1
Trol. Näs,1
Lima kyrka,1
Gårdsjö i Lerbäcks sn,1
Högaby,1
på gården Sund (Muskö sn),1
Eds kyrka,1
(Mariendal vid Reval),1
Mechelm,1
Rävsund?,1
”Osterwarndt”,1
Östråt (i Norge),1
Löved,1
Prästgården (i Tuna),1
(Stockholms fogdestuga),1
Stockholms fogdestuga,1
Wigge,1
”Östtjerna”,1
Kohmaby,1
Dicka (i Folkärna sn),1
Marager,1
Sunne vapenting,1
Sporila,1
Lundby i Tortuna sn,1
på Husby länsmansgård,1
Reidevall,1
Hoffsnes,1
Wesenberg,1
Bystad i Limmareds sn,1
”Hagnissby”,1
Hålbonäs,1
(”Lemw”),1
Segerstas lagting,1
Hadersleben,1
Bro klockarestuga,1
”Wardberg”,1
Stödenstorp,1
lägret vid Övraby,1
(Simtuna häradsting),1
Ödsmål,1
Västerås rådstuga,1
Soor (i Livland),1
S. Catharinae länsmansgård,1
Rengo sn,1
Sävedals häradsting,1
Uppsala rådstuga,1
Nyköpingshus,1
Kimito sn,1
”Vallöö”,1
”Eskilstufwe” (= Eskilstuna),1
Tumbo häradsting,1
”Skindynahagh”,1
Tingsstället,1
Ununge och Edsbro,1
Skaveholm,1
Grätz,1
”Lucke”,1
Skofteby(?),1
Åsbo,1
”Kallelowiko by”,1
Hörby/Husby?,1
Nienport,1
Stäkehus,1
Sjunnetorp,1
Czerwinsks kloster,1
(Simtuna ting.),1
(Simtuna ting),1
borgen på Fehmarn,1
Askeby kloster?,1
Bråbo (härads)ting,1
Karlstorp,1
Haderslevhuus,1
”Hegerbo”,1
”Slätthamar”,1
”Nästuich”?,1
slottet ”kallanborgh” (Kalundborg),1
Bern,1
Kabbafors,1
Mâle,1
Nomentano,1
Dymmö,1
Biogisåker,1
'lägret utanför Stockholm',1
Audenard,1
Biskopsborgen Svavsted,1
Ås i Jeløya,1
Barth,1
Ärkebiskopens palats i Neapel,1
Høyland,1
Aspösund,1
Grini i Bærum,1
Solerud,1
Rogne på Voss,1
Aventinen,1
Helsingborg el. Stockholm,1
”Anxiotorp”,1
Jörgensborg,1
Teje vid Tönsberg,1
Stenbrohults kyrka,1
Hovgården,1
Bielefeld,1
”Ullerswa”,1
”Stengardhzholt”,1
”Helstadh”,1
Skillinge,1
Brunsbüttel,1
Moldesund,1
Kannizar,1
Daneholm,1
Revalo,1
”Fagrahult”,1
Skanderborg,1
Valla kyrkogård,1
Häckeberga,1
Gedsholm,1
Vanstatorp,1
Hässleberga,1
Dybeck,1
Faurås ting,1
Hof i Østre Toten,1
Santa Maria,1
Skytts häradsting,1
Instenes,1
Kili (på Dovre),1
Röbel,1
Vordingsborg,1
Torup,1
Gundralöv,1
Assartorp,1
Arnaklev,1
Ås i Mo socken,1
Reifavold,1
Glustorp,1
Åbo stift,1
Castel dell’Ovo (Castrum Ovi) vid Neapel,1
Mid-Strand,1
Hyldetorp,1
(Marienbrunn),1
Klinteholm på Gotland,1
Neu-Stettin,1
Getsör på Falster,1
I skärgården utanför Stockholm,1
Ljunits häradsting,1
”Mogenstorp”,1
Vallösa,1
Kyrkefjäll,1
Ny-Lödöse,1
Vallen,1
Kalmar sund,1
Stäkets län,1
Frauenberg,1
Schwan,1
Ingelstads häradsting,1
Viggeby?,1
Vivelstad,1
"gillestugan i Villilä by, Nakkila sn",1
Asickala,1
Padasjoki ting,1
Heda,1
Frankfurt am Main,1
Gårsinge,1
Lyngsås,1
Klinteholm,1
Herr Sten Billes gård i Lunds stift,1
Trappensee,1
vid Bornholm,1
Värmvik,1
Roggenhausen,1
Ratzeburg,1
Volmar,1
Cambridge,1
Kumo gillestuga,1
Laukko i Vesilaks,1
Mustasaari,1
Wave/Wähho?,1
Hyhky i Birkkala,1
Saris,1
Lokalaks,1
Myttälä i Pälkänä,1
Notaby,1
Kodbolsta (Bolstaholm),1
Tiihala i Kangsala,1
Korois i S:t Marie,1
Prästholmen vid Raseborg,1
Wartholm,1
Soest,1
Pellinge hamn (i Borgå socken),1
Abborfors i Strömfors,1
Pitkämäki i S:t Marie,1
Voitis by i Kärkölä (Hollola),1
Metsäkylä (i Reso ?),1
Taustiala i Sahalaks,1
Kahloja i Lundo socken,1
"Tuopa by, Töfsala",1
Vuottis i Akkas,1
Hastila i Ulfsby,1
Korpelaks i S:t Karin,1
Haistila i Ulfsby,1
Tyrvis by i Tyrvis socken,1
Ingå länsmansgård,1
Åbo rådstuga,1
Neubukow,1
Malmö rådhus,1
Montau,1
"Rom, i det öppna galleriet i stadens ämbetsmannaresidens",1
Klostret San Lorenzo in Panisperna (i Rom),1
"Reval, i dominikanernas klosterkyrkas sakristia",1
Grebin,1
Goldingen,1
Leske,1
Kusto?,1
Gudvalla,1
Svenska skären,1
”Hwrffwæ”,1
Burg på Femern,1
Aveskär,1
Husby-Byringe,1
Kvelde,1
Hof på Toten,1
Bersjö,1
Ullenshov,1
Marlo,1
Stabu,1
Eiker,1
Frankfurt (am Main) i stiftet Mainz,1
Todi,1
I närheten av Stigsnæs (på Själland),1
Bergenhus slott,1
Sundsjö Kyrkvall,1
Nordanberg (Lockne),1
Näs kyrkvall,1
Tjerne (Hedmark fylke),1
Tokebo,1
Sundsjö kyrkvall,1
Offerdals skatteting,1
Ting i Bergs sn,1
Sunne skatteting,1
Homburgsund,1
Ekholmen i Trögd,1
Jungfruhamn vid Stockholm,1
Utanför Stockholm,1
"Ulvsberg (i Gammalkils sn, Ög.)",1
Unnerstad (i Gammalkils sn. Ög.),1
Køge rådhus,1
Laxmans Åkarp,1
Lärka,1
Lunds rådhus,1
Lindved,1
Luggude häradsting,1
Färs häradsting,1
Tommarps kloster,1
Fabriano i Camerino stift,1
Weskølæ,1
Fresje,1
Fitje,1
Teige,1
Berg på Ø Eiker,1
Åker i Sunndal,1
Eskilstorp,1
Åsbo kyrka,1
Kryvitjy (i nuv. Belarus),1
Lägret utanför Viborg,1
(Långhundra häradsting),1
Celiehult,1
Hjälmseryd,1
Pilthen,1
Nothoby,1
Reate,1
Viboryd,1
Gårveda kyrka,1
Ven,1
”gård i Lybeke”,1
Harjagers Ting,1
”Villa nova Auinionensis diocesis”,1
Fritstad (Fritsla?),1
Getakärr vid Varbergs slott,1
Harjagers ting,1
Vidlunga,1
Svenamo,1
(Å)sbo,1
Stockholm? Uppsala?,1
Skyllersta,1
Bredastad,1
Harrjagers ting,1
”Medianäs”,1
Österskammo,1
Aros,1
Hendelö,1
Segarsö,1
Vikleby,1
Börleisö,1
Yttersta Brandholm,1
Husaboholm,1
Bjursund,1
Skarpås,1
Hammarön,1
Montdidier,1
”Castrum Stelle”,1
Hafnaskär,1
Vemmenhögs ting,1
Vardö vid Åland,1
”Wirdskä” (i Värend?),1
Berg på Frösön,1
Liduhamn,1
Kremmen,1
Tågarp,1
Rundholm (?),1
Häggen,1
Laglösaköping,1
Förberg på Frösön,1
Lekslätt,1
Långnäs vid Trosa,1
Oxie häradsting,1
Spremberg,1
Spandow,1
Malmö ting,1
Barrö,1
Botlufstorp,1
Tornborg,1
Trostebäck,1
”in castro regis Suetie”,1
Carbonæs,1
Amne härad,1
"Ladeby (i Lista sn, Västrarekarne hd)",1
Dragsnäs,1
Bjärsvik,1
Rörbro,1
Nummis sockenting,1
”Wallum”,1
Hultaby,1
Rydh,1
Fiskebäck,1
Folkärna ting,1
Jätsholm,1
Leals slott,1
Mältveta,1
Ylfsby,1
Gölberga,1
Furnis,1
Sunderåås,1
Långserum,1
Danderyds ting,1
(Halberstadt),1
Tuna på Selaön,1
N. Sandsjö,1
Sannersby (?),1
Tibble,1
”Åkersberg” ”in castro”,1
”Fielhemae in provincia Halmstade”,1
Tuna ting,1
Valkebo härads tingsplats,1
Skattmansö,1
Vindö,1
Anklam,1
Nynäs i Björklinge socken,1
Hjällö,1
”Almastad” (Älmestad),1
Kastanäs,1
Dordercht,1
Alvesta (i Jäders socken),1
Båholmen,1
Laglösa köping,1
Sånna,1
Olof Bros gård (i Roslags-Bro socken),1
Bankestad i Hägerstads socken,1
Sundboholm,1
På Järnberget (troligen i Närke),1
Visby eller Riga,1
Valla kyrka på Tjörn,1
Linköpings domkyrkas sakristia,1
Sommarmarknaden i Tingvalla,1
Skölmetorp,1
"Köpings ting, Slättbo härad",1
(Breslau),1
Rysla ting,1
Hallsta,1
(Catanzaro?),1
”yninge”,1
Biskops-Tuna,1
Mellinge,1
Näsby i Österhaninge socken,1
”Suthretorp”,1
’Suthertorp’,1
Bryssel,1
Schöneberg,1
Framestad,1
Hagby i Ärla socken,1
Hammar vid Skanör,1
Rödby på Lolland,1
Vid Svaneholm,1
Aspa löt,1
Avginon,1
Öknebo hundares tingstad,1
Ekeby på Fogdön,1
(Åkerbo härads) ting,1
Hagnäs,1
Vid Åbo slott,1
Halike,1
Hyrn,1
(Oppunda härad),1
(Öknebo ting),1
(Selebo härad),1
Löing,1
Löing (1),1
Apertin i Stora Kil,1
(Åsunda ting?),1
Upplanda,1
Skive,1
Söderbärke ting,1
Framför Borgholm,1
Lägret framför Borgholm,1
Somvik,1
Tortuna ting,1
”Pydinxholm”,1
På rättaretinget.,1
På rättaretinget,1
Åboö (i Ripsa socken),1
Norrbo hundares ting,1
”Fæidab?”,1
Nära Tönsbergs hus,1
(Stora) Ekeby (i Rytterne socken),1
Bjärsvik i (Ny-)kils socken,1
(Dortrecht),1
(Brielle),1
Härlägret vid Helsingborg,1
framför Helsingborg,1
Björlanda kyrka ’vid Bohus’,1
Hisingen,1
Västervik (nuv.,1
Skeda kyrka.,1
Skurusäter (i,1
”Ssioholm”.,1
”Børsyoholm”.,1
Biskopsgården Tynnelsö,1
Briel,1
Hildesheim,1
Sjökumla tings-,1
Neuenburg,1
Peterskyrkan i,1
Järnberget.,1
Hammershus (på,1
Folklandsting.,1
Tingvalla.,1
"Uppsala, i domkapitelshuset",1
"Vårdsätra, i",1
Corneto.,1
(Väster-)Färnebo ting,1
(Östra eller Västra) Aros *,1
”Ingeåsa”,1
Stålbergs ting,1
