toraid;tora_prefLabel;tora_altLabel;parish;hundred;tora_province;note;tora_note;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long;tora_coordinate_accuracy;tora_source;tora_source_url;toraid_url
4621;Torstebacka;;Godegård;Bråbo h:d;Östergötland;;;6518402.0438;507396.5264;58.8055;15.128;high;D3:204;https://sok.riksarkivet.se/bildvisning/R0000160_00144;https://sok.riksarkivet.se/topografi/4621
4622;Knarkebo;;Godegård;Bråbo h:d;Östergötland;missing på TK, Ref: HK;missing på TK, Se HK;6518160.1072;506635.0106;58.8033;15.1148;high;D3:204;https://sok.riksarkivet.se/bildvisning/R0000160_00144;https://sok.riksarkivet.se/topografi/4622
4623;Gunntorp;Gunnarstorp;Godegård;Bråbo h:d;Östergötland;"missing på TK, ej HK, ref: ISOF, också """"Gunnarstorp";missing på TK eller HK. Ref: ISOF, även Gunnarstorp;6512372.3270;507864.7429;58.7513;15.1359;high;D3:207;https://sok.riksarkivet.se/bildvisning/R0000160_00146;https://sok.riksarkivet.se/topografi/4623
4624;Trollfall;;Godegård;Bråbo h:d;Östergötland;;Numera Södra och Norra Trollfall;6513073.2816;506023.6323;58.7577;15.1041;high;D3:207;https://sok.riksarkivet.se/bildvisning/R0000160_00146;https://sok.riksarkivet.se/topografi/4624
4625;Höka;Höka prästgård;Godegård;Bråbo h:d;Östergötland;;;6512638.3748;508981.0241;58.7537;15.1552;high;D3:209;https://sok.riksarkivet.se/bildvisning/R0000160_00147;https://sok.riksarkivet.se/topografi/4625
4626;Unna;;Godegård;Bråbo h:d;Östergötland;missing på TK, Ref. HK, idag Godegård;;6511763.2998;509522.8256;58.7458;15.1645;high;D3:209;https://sok.riksarkivet.se/bildvisning/R0000160_00147;https://sok.riksarkivet.se/topografi/4626
4627;Hässle;;Godegård;Bråbo h:d;Östergötland;;;6511865.5425;509982.7202;58.7467;15.1725;high;D3:210;https://sok.riksarkivet.se/bildvisning/R0000160_00148;https://sok.riksarkivet.se/topografi/4627
4628;Bränninge;;Godegård;Bråbo h:d;Östergötland;missing på TK, ref HK;missing på TK, Se HK;6511087.8980;509646.4441;58.7398;15.1666;high;D3:212;https://sok.riksarkivet.se/bildvisning/R0000160_00149;https://sok.riksarkivet.se/topografi/4628
4629;Hyttgården;Godegård, Torshyttan;Godegård;Bråbo h:d;Östergötland;;Beläget vid Godegård;6511415.9124;510393.1935;58.7427;15.1796;high;D3:212;https://sok.riksarkivet.se/bildvisning/R0000160_00149;https://sok.riksarkivet.se/topografi/4629
4630;Hålbäck;Höllebäck;Godegård;Bråbo h:d;Östergötland;;;6510621.7122;510856.2082;58.7356;15.1875;middle;D3:212;https://sok.riksarkivet.se/bildvisning/R0000160_00149;https://sok.riksarkivet.se/topografi/4630
4631;Hässleås;;Godegård;Bråbo h:d;Östergötland;missing på TK, Ref: HK, ISOF;missing på TK, Se HK. Ref ISOF.;6510252.9645;510074.4264;58.7323;15.174;high;D3:213;https://sok.riksarkivet.se/bildvisning/R0000160_00150;https://sok.riksarkivet.se/topografi/4631
4632;Fnasbyn;;Godegård;Bråbo h:d;Östergötland;;;6514772.0402;511642.9585;58.7728;15.2013;high;D3:215;https://sok.riksarkivet.se/bildvisning/R0000160_00151;https://sok.riksarkivet.se/topografi/4632
4633;Brehult;;Godegård;Bråbo h:d;Östergötland;;;6514343.9085;511565.2415;58.769;15.2;high;D3:215;https://sok.riksarkivet.se/bildvisning/R0000160_00151;https://sok.riksarkivet.se/topografi/4633
4634;Stappegården;;Godegård;Bråbo h:d;Östergötland;;;6515437.6163;511482.1835;58.7788;15.1986;high;D3:215;https://sok.riksarkivet.se/bildvisning/R0000160_00151;https://sok.riksarkivet.se/topografi/4634
4635;Gristorp;;Godegård;Bråbo h:d;Östergötland;Osäker reg. Finns på HK, missing på TK;Osäker registrering. Finns på HK, Ej TK;6520676.6114;515547.0631;58.8257;15.2692;low;D3:206;https://sok.riksarkivet.se/bildvisning/R0000160_00145;https://sok.riksarkivet.se/topografi/4635
4636;Lindhult;;Godegård;Bråbo h:d;Östergötland;;;6518238.5585;513175.6762;58.8039;15.228;high;D3:216;https://sok.riksarkivet.se/bildvisning/R0000160_00152;https://sok.riksarkivet.se/topografi/4636
4637;Torsjö;;Godegård;Bråbo h:d;Östergötland;;;6519027.3523;514716.6807;58.8109;15.2548;high;D3:218;https://sok.riksarkivet.se/bildvisning/R0000160_00153;https://sok.riksarkivet.se/topografi/4637
4638;Tjälltorp;;Godegård;Bråbo h:d;Östergötland;;;6520447.7409;513917.9142;58.8237;15.241;high;D3:218;https://sok.riksarkivet.se/bildvisning/R0000160_00153;https://sok.riksarkivet.se/topografi/4638
4639;Fall;;Godegård;Bråbo h:d;Östergötland;;;6518333.5550;514615.6239;58.8047;15.253;high;D3:219;https://sok.riksarkivet.se/bildvisning/R0000160_00154;https://sok.riksarkivet.se/topografi/4639
4640;Koppetorp;;Godegård;Bråbo h:d;Östergötland;;;6518375.2777;516781.0848;58.805;15.2904;high;D3:221;https://sok.riksarkivet.se/bildvisning/R0000160_00155;https://sok.riksarkivet.se/topografi/4640
4641;Braskhult;;Godegård;Bråbo h:d;Östergötland;;;6514917.9075;515562.1768;58.774;15.2691;high;D3:221;https://sok.riksarkivet.se/bildvisning/R0000160_00155;https://sok.riksarkivet.se/topografi/4641
4642;Jönsberg;;Godegård;Bråbo h:d;Östergötland;;;6515967.8151;516903.7137;58.7834;15.2924;high;D3:221;https://sok.riksarkivet.se/bildvisning/R0000160_00155;https://sok.riksarkivet.se/topografi/4642
4643;Kärnskogen;Käringeskog;Godegård;Bråbo h:d;Östergötland;;;6522414.5533;516493.0238;58.8413;15.2858;high;D3:222;https://sok.riksarkivet.se/bildvisning/R0000160_00156;https://sok.riksarkivet.se/topografi/4643
