toraid;tora_prefLabel;tora_altLabel;parish;hundred;tora_province;note;tora_note;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long;tora_coordinate_accuracy;tora_source;tora_source_url;toraid_url
11770;Torsböle;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Utäsde och höskörd redovisas Ej.;;7034157.2616;693876.7248;63.3832;18.8803;high;X1:11;https://sok.riksarkivet.se/bildvisning/R0000203_00011;https://sok.riksarkivet.se/topografi/11770
11771;Bleckbäöle;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7034050.0961;695754.677;63.3812;18.9176;high;X1:12;https://sok.riksarkivet.se/bildvisning/R0000203_00012;https://sok.riksarkivet.se/topografi/11771
11772;Stybbersmark;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Antal humlegårdar anges Ej.;;7031761.0882;698367.3367;63.3593;18.9669;high;X1:12;https://sok.riksarkivet.se/bildvisning/R0000203_00012;https://sok.riksarkivet.se/topografi/11772
11773;Olssmark;Edsmark, Ellsmark;Arnäs;(Tingslag i Ångermanland);Ångermanland;Gård nr. 1 var tidigare 14 seland, blev ödelagt och nyttjades till höslag om 12 seland, men är sedan 1647 upptaget för 11 seland. Ligger vid Maribäck på TK.;;7037459.2841;700587.3339;63.4091;19.0183;high;X1:13;https://sok.riksarkivet.se/bildvisning/R0000203_00012;https://sok.riksarkivet.se/topografi/11773
11774;Sörgissjö;Sunnangissiö;Arnäs;(Tingslag i Ångermanland);Ångermanland;Sunnangissiö enl. ÄGK.;Utsäde anges Ej. Sunnangissiö enl. ÄGK.;7043598.9357;697403.9439;63.4658;18.9623;high;X1:14;https://sok.riksarkivet.se/bildvisning/R0000203_00013;https://sok.riksarkivet.se/topografi/11774
11775;Norrgissjö;Nordangisiö;Arnäs;(Tingslag i Ångermanland);Ångermanland;Utsäde och höskörd redovisas Ej;;7044569.3309;698646.7451;63.4738;18.9884;high;X1:15;https://sok.riksarkivet.se/bildvisning/R0000203_00013;https://sok.riksarkivet.se/topografi/11775
11776;Flärke;;Arnäs;(Tingslag i Ångermanland);Ångermanland;"7 seland blev ödenoterat 1643. Brukar torpstället ""Kanka bööl"". Utsädet redovisas Ej.";;7055605.9470;700605.9716;63.5715;19.0416;high;X1:16;https://sok.riksarkivet.se/bildvisning/R0000203_00014;https://sok.riksarkivet.se/topografi/11776
11777;Lemesjö;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Höskörden anges Ej.;;7066578.1519;697878.7001;63.6713;19.0007;high;X1:17;https://sok.riksarkivet.se/bildvisning/R0000203_00014;https://sok.riksarkivet.se/topografi/11777
11778;Bölen;Rullebölet;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Utsädet redovisas Ej. Gård nr. 2 har 2 9/20 seland i Rullnäs till 2 höslag.;7047610.2127;694863.4124;63.5031;18.9164;high;X1:17;https://sok.riksarkivet.se/bildvisning/R0000203_00014;https://sok.riksarkivet.se/topografi/11778
11779;Rullnäs;Rullenäset, Kullenäset;Arnäs;(Tingslag i Ångermanland);Ångermanland;Ödeskrivet 1643;;7047711.2015;694060.5746;63.5045;18.9005;high;X1:18-19;https://sok.riksarkivet.se/bildvisning/R0000203_00015;https://sok.riksarkivet.se/topografi/11779
11780;Västergissjö;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Wästangijdsiö enl. ÄGK.;Wästangijdsiö på ÄGK. Gård nr 2 har 2 1/20 seland i Rullnäs. Gård nr 3. och 4 blev ödenoterade 1643.;7048134.0081;691746.6526;63.5095;18.8546;high;X1:18-19;https://sok.riksarkivet.se/bildvisning/R0000203_00015;https://sok.riksarkivet.se/topografi/11780
11781;Getingstabodum;Ettenstabodum;Arnäs;(Tingslag i Ångermanland);Ångermanland;Ettenstabodum enl. ÄGK. Även Jättensta Bodum;Även Jättensta Bodum. Har 2 seland i Diger engen, antal gillingar redovisas Ej för denna.;7049032.7465;685048.0128;63.5211;18.7213;high;X1:18-19, X1:20;https://sok.riksarkivet.se/bildvisning/R0000203_00015, https://sok.riksarkivet.se/bildvisning/R0000203_00016;https://sok.riksarkivet.se/topografi/11781
11782;Västerlandsjö;Landsjö;Arnäs;(Tingslag i Ångermanland);Ångermanland;Lansiöö enl. ÄGK;Utsäde redovisas inte. Lansiöö enl. ÄGK.;7040760.7201;688325.5547;63.4453;18.7773;high;X1:22;https://sok.riksarkivet.se/bildvisning/R0000203_00017;https://sok.riksarkivet.se/topografi/11782
11783;Kakuböle;;Arnäs;(Tingslag i Ångermanland);Ångermanland;"Nyttjas som fäbod till ""Wijka byn"" (troligen Övervike). ""...bleff ödeskriffwit Anno 1640""";;7035815.6047;688174.8436;63.4011;18.7684;high;X1:23;https://sok.riksarkivet.se/bildvisning/R0000203_00017;https://sok.riksarkivet.se/topografi/11783
11784;Trehörningen;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Trihörningen enl. ÄGK;Ödeby om 21.5 seland. Brukas nu till fäbodar vnder Prästegården;7037447.5380;685291.9213;63.4172;18.7127;high;X1:22;https://sok.riksarkivet.se/bildvisning/R0000203_00017;https://sok.riksarkivet.se/topografi/11784
11785;Brunsnäs;Udden;Arnäs;(Tingslag i Ångermanland);Ångermanland;"""... leijar fäbodar åhrligen aff andra byar"".";;7029420.2827;690373.837;63.3427;18.8047;high;X1:23;https://sok.riksarkivet.se/bildvisning/R0000203_00017;https://sok.riksarkivet.se/topografi/11785
11786;Älvsöden;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7029356.7894;688271.7183;63.3432;18.7628;high;X1:24;https://sok.riksarkivet.se/bildvisning/R0000203_00018;https://sok.riksarkivet.se/topografi/11786
11787;Sörälvsjö;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Antal humlegårdar framgår Ej.;;7029855.4743;688600.4426;63.3475;18.7699;high;X1:25;https://sok.riksarkivet.se/bildvisning/R0000203_00018;https://sok.riksarkivet.se/topografi/11787
11788;Norrälvsjö;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7030380.7571;689769.7186;63.3516;18.7938;high;X1:26-27;https://sok.riksarkivet.se/bildvisning/R0000203_00019;https://sok.riksarkivet.se/topografi/11788
11789;Faresta;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Antal humegårdar anges Ej.;;7029663.7049;688006.994;63.3461;18.7578;high;X1:26-27;https://sok.riksarkivet.se/bildvisning/R0000203_00019;https://sok.riksarkivet.se/topografi/11789
11790;Tjärn;;Arnäs;(Tingslag i Ångermanland);Ångermanland;"""Leijer åhrligen fäbodar aff andra byar"". Gård nr. 2 skattar 6 seland i Bölen.";;7029280.6236;686712.9751;63.3433;18.7316;high;X1:28;https://sok.riksarkivet.se/bildvisning/R0000203_00020;https://sok.riksarkivet.se/topografi/11790
11791;Bölen;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Gård nr. 2 i Tjärn har 6 seland i Bölen.;Annat läge på TK;7029482.9233;687079.9824;63.345;18.7392;high;X1:29;https://sok.riksarkivet.se/bildvisning/R0000203_00020;https://sok.riksarkivet.se/topografi/11791
11792;Näset;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7029523.0977;687693.3011;63.345;18.7514;high;X1:30;https://sok.riksarkivet.se/bildvisning/R0000203_00021;https://sok.riksarkivet.se/topografi/11792
11793;Klingre;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Antal humlegårdar oklart.;;7031718.4055;685523.4582;63.3658;18.7107;high;X1:31;https://sok.riksarkivet.se/bildvisning/R0000203_00021;https://sok.riksarkivet.se/topografi/11793
11794;Mycklinge;;Arnäs;(Tingslag i Ångermanland);Ångermanland;De tre gårdarna tillsammans har 28.75 seland.;;7028606.5325;687580.4305;63.3368;18.7481;high;X1:32;https://sok.riksarkivet.se/bildvisning/R0000203_00022;https://sok.riksarkivet.se/topografi/11794
11795;Övervike;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Skattar 3 mantal samt 1.5 seland (= 73.5 seland). Brukar och skattar för ödebyn Frösta samt ödebyn Nedervike.;7028346.8961;687966.3633;63.3343;18.7555;high;X1:34-35;https://sok.riksarkivet.se/bildvisning/R0000203_00023;https://sok.riksarkivet.se/topografi/11795
11796;Frösta;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Ödegård brukade till höslag under Övervike, Bröstad och Öden om total 14.6 seland;Annat läge på TK, Ödegård brukade till höslag under Övervike, Bröstad och Öden om total 14.6 seland;7027426.9243;689058.9159;63.3255;18.7762;high;X1:36;https://sok.riksarkivet.se/bildvisning/R0000203_00024;https://sok.riksarkivet.se/topografi/11796
11797;Nyland;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7026312.6289;692312.972;63.3138;18.8397;high;X1:37;https://sok.riksarkivet.se/bildvisning/R0000203_00024;https://sok.riksarkivet.se/topografi/11797
11798;Arnäs;Arnäs prästgård;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7026436.3618;689918.6808;63.3162;18.7921;high;X1:38-39;https://sok.riksarkivet.se/bildvisning/R0000203_00025;https://sok.riksarkivet.se/topografi/11798
11799;Väster Arnäs;Stumme jorden;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Obebyggd;7026647.0945;689426.6267;63.3183;18.7826;high;X1:38-39;https://sok.riksarkivet.se/bildvisning/R0000203_00025;https://sok.riksarkivet.se/topografi/11799
11800;Nedervika;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Brukas under Övervika.;Obebyggd, brukas under Övervika.;7028465.8315;688313.5634;63.3352;18.7626;high;X1:34-35;https://sok.riksarkivet.se/bildvisning/R0000203_00023;https://sok.riksarkivet.se/topografi/11800
11801;Houle;Holsbäcken;Arnäs;(Tingslag i Ångermanland);Ångermanland;kyrkiojordh benempt Houle till Prästgården;Vid Holsbäcken;7026116.0440;690300.4772;63.3131;18.7994;high;X1:40;https://sok.riksarkivet.se/bildvisning/R0000203_00026;https://sok.riksarkivet.se/topografi/11801
11802;Stranne;;Arnäs;(Tingslag i Ångermanland);Ångermanland;"4 gårdar skattar för 1 mantal om 16 seland (=40 seland). Har därutöver 8 seland i ""Houle"" X1:40";;7025667.4092;690770.9656;63.3088;18.8082;high;X1:41;https://sok.riksarkivet.se/bildvisning/R0000203_00026;https://sok.riksarkivet.se/topografi/11802
11803;Stenberg;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Skattar för 15.5 seland tillsammans;;7024909.3512;691280.534;63.3018;18.8175;low;X1:41;https://sok.riksarkivet.se/bildvisning/R0000203_00026;https://sok.riksarkivet.se/topografi/11803
11804;Lunne;;Arnäs;(Tingslag i Ångermanland);Ångermanland;se akt X1:45, äng;;7023957.8819;691649.9521;63.2931;18.8237;high;X1:42, X1:45;https://sok.riksarkivet.se/bildvisning/R0000203_00027, https://sok.riksarkivet.se/bildvisning/R0000203_00028;https://sok.riksarkivet.se/topografi/11804
11805;Ström;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Utsädet och mantal/seland har ej noterats. Se akt X1:44 och X1:46, äng;;7023589.1893;692245.0492;63.2894;18.8351;high;X1:43, X1:44, X1:46;https://sok.riksarkivet.se/bildvisning/R0000203_00027, https://sok.riksarkivet.se/bildvisning/R0000203_00028, https://sok.riksarkivet.se/bildvisning/R0000203_00029;https://sok.riksarkivet.se/topografi/11805
11806;Idbyn;;Arnäs;(Tingslag i Ångermanland);Ångermanland;36 seland totalt i byn. Antal kvarnställen anges ej.;;7024484.1975;695046.4089;63.2959;18.8919;high;X1:47;https://sok.riksarkivet.se/bildvisning/R0000203_00029;https://sok.riksarkivet.se/topografi/11806
11807;Västerbursjö;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Antal seland anges ej.;;7023116.2475;696325.4884;63.283;18.9157;high;X1:48;https://sok.riksarkivet.se/bildvisning/R0000203_00030;https://sok.riksarkivet.se/topografi/11807
11808;Österbursjö;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Byn är totalt 44 seland.;;7022563.4491;696419.553;63.278;18.9169;high;X1:49;https://sok.riksarkivet.se/bildvisning/R0000203_00030;https://sok.riksarkivet.se/topografi/11808
11809;Hettenstadh;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Oidentifierad;;;;;missing;X1:20, X1:21;https://sok.riksarkivet.se/bildvisning/R0000203_00016, https://sok.riksarkivet.se/bildvisning/R0000203_00016;https://sok.riksarkivet.se/topografi/11809
11810;Utlandsjö;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Oidentifierad;;;;;missing;X1:21;https://sok.riksarkivet.se/bildvisning/R0000203_00016;https://sok.riksarkivet.se/topografi/11810
11811;Överfälle;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Oidentifierad;;;;;missing;X1:47;https://sok.riksarkivet.se/bildvisning/R0000203_00029;https://sok.riksarkivet.se/topografi/11811
11812;Digerställe;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Oidentifierad;;;;;missing;X1:48;https://sok.riksarkivet.se/bildvisning/R0000203_00030;https://sok.riksarkivet.se/topografi/11812
11813;Kanka bööl;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Oidentifierad;;;;;missing;X1:16;https://sok.riksarkivet.se/bildvisning/R0000203_00014;https://sok.riksarkivet.se/topografi/11813
11814;Kroken;;Arnäs;(Tingslag i Ångermanland);Ångermanland;"""ödeshemmanett"" till höslag.";Obebyggd, ödeshemmanett till höslag.;7025698.3047;698437.7413;63.305;18.9609;high;X1:1;https://sok.riksarkivet.se/bildvisning/R0000203_00006;https://sok.riksarkivet.se/topografi/11814
11815;Ravesta;;Arnäs;(Tingslag i Ångermanland);Ångermanland;skattar 1 mantal 18 seland;;7027583.4104;689539.6599;63.3267;18.7859;high;X1:33;https://sok.riksarkivet.se/bildvisning/R0000203_00022;https://sok.riksarkivet.se/topografi/11815
11816;Gottne;;Själevad;(Tingslag i Ångermanland);Ångermanland;Totalt 141 seland fördelat på 8 gårdar. Varken åker eller äng redovisas.;;7037941.7051;671257.2636;63.4287;18.4327;high;X1:74;https://sok.riksarkivet.se/bildvisning/R0000203_00043;https://sok.riksarkivet.se/topografi/11816
11817;Hållen;;Själevad;(Tingslag i Ångermanland);Ångermanland;28 seland på två gårdar.;Annat läge på TK;7037445.5244;671390.49;63.4242;18.4348;high;X1:75;https://sok.riksarkivet.se/bildvisning/R0000203_00043;https://sok.riksarkivet.se/topografi/11817
11818;Söderå;;Själevad;(Tingslag i Ångermanland);Ångermanland;23 seland totalt.;;7036830.9365;670667.736;63.419;18.4197;high;X1:76;https://sok.riksarkivet.se/bildvisning/R0000203_00044;https://sok.riksarkivet.se/topografi/11818
11819;Östansjö;Stansjö;Själevad;(Tingslag i Ångermanland);Ångermanland;5 gårdar om 78 seland. Åker och äng redovisas ej.;;7037903.1763;672528.2239;63.4277;18.458;high;X1:77;https://sok.riksarkivet.se/bildvisning/R0000203_00044;https://sok.riksarkivet.se/topografi/11819
11820;Västerbacke;;Själevad;(Tingslag i Ångermanland);Ångermanland;34,5 seland totalt i by. Åker och äng redovisas ej.;;7034789.3649;672703.8313;63.3997;18.4582;high;X1:78;https://sok.riksarkivet.se/bildvisning/R0000203_00045;https://sok.riksarkivet.se/topografi/11820
11821;Finnebacka;;Själevad;(Tingslag i Ångermanland);Ångermanland;Redovisas ej i text.;;7034367.1476;673038.7608;63.3958;18.4644;low;X1:78;https://sok.riksarkivet.se/bildvisning/R0000203_00045;https://sok.riksarkivet.se/topografi/11821
11822;Österbacke;;Själevad;(Tingslag i Ångermanland);Ångermanland;Båda gårdarna 13 seland.;;7032169.5554;673668.2826;63.3758;18.4746;high;X1:79;https://sok.riksarkivet.se/bildvisning/R0000203_00045;https://sok.riksarkivet.se/topografi/11822
11823;Västeralnö;;Själevad;(Tingslag i Ångermanland);Ångermanland;Tre gårdar om 40 seland. Utsäde och höskörd redovisas ej.;;7030751.3874;675124.2813;63.3624;18.5021;high;X1:80;https://sok.riksarkivet.se/bildvisning/R0000203_00046;https://sok.riksarkivet.se/topografi/11823
11824;Österalnö;;Själevad;(Tingslag i Ångermanland);Ångermanland;Två gårdar om 36 seland.;;7030564.2237;675702.0073;63.3604;18.5135;high;X1:81;https://sok.riksarkivet.se/bildvisning/R0000203_00046;https://sok.riksarkivet.se/topografi/11824
11825;Västerhus;;Själevad;(Tingslag i Ångermanland);Ångermanland;Totalt 88 seland. Varken utäsde eller höskörd anges.;;7026530.5664;677436.4942;63.3234;18.5436;high;X1:82-83;https://sok.riksarkivet.se/bildvisning/R0000203_00047;https://sok.riksarkivet.se/topografi/11825
11826;Västeralnäs;;Själevad;(Tingslag i Ångermanland);Ångermanland;88 seland totalt. Utäsde och höskörd anges ej.;;7025876.5782;678175.6552;63.3172;18.5576;high;X1:84;https://sok.riksarkivet.se/bildvisning/R0000203_00048;https://sok.riksarkivet.se/topografi/11826
11827;Österalnäs;;Själevad;(Tingslag i Ångermanland);Ångermanland;84 seland totalt.;;7025464.9807;678490.0801;63.3134;18.5634;high;X1:85;https://sok.riksarkivet.se/bildvisning/R0000203_00048;https://sok.riksarkivet.se/topografi/11827
11828;Själevad;Själevad prästgård;Själevad;(Tingslag i Ångermanland);Ångermanland;;Se akt X1:87 äng;7023478.0622;681205.4413;63.2942;18.6153;high;X1:86-87, X1:86-87;https://sok.riksarkivet.se/bildvisning/R0000203_00049, https://sok.riksarkivet.se/bildvisning/R0000203_00049;https://sok.riksarkivet.se/topografi/11828
11829;Myckling;;Själevad;(Tingslag i Ångermanland);Ångermanland;Totalt 29 seland.;;7024152.9470;681019.7096;63.3003;18.6123;high;X1:88;https://sok.riksarkivet.se/bildvisning/R0000203_00050;https://sok.riksarkivet.se/topografi/11829
11830;Västerås;;Själevad;(Tingslag i Ångermanland);Ångermanland;33 seland totalt.;;7023904.6453;683250.9028;63.297;18.6565;high;X1:89;https://sok.riksarkivet.se/bildvisning/R0000203_00050;https://sok.riksarkivet.se/topografi/11830
11831;Översjäla;;Själevad;(Tingslag i Ångermanland);Ångermanland;48 seland totalt.;;7023778.4264;681685.7972;63.2966;18.6252;high;X1:90-91;https://sok.riksarkivet.se/bildvisning/R0000203_00051;https://sok.riksarkivet.se/topografi/11831
11832;Tompta;;Själevad;(Tingslag i Ångermanland);Ångermanland;15 seland totalt.;;7023808.4514;681916.2159;63.2968;18.6298;high;X1:90-91;https://sok.riksarkivet.se/bildvisning/R0000203_00051;https://sok.riksarkivet.se/topografi/11832
11833;Österås;;Själevad;(Tingslag i Ångermanland);Ångermanland;46,5 seland.;;7023675.7561;683765.3152;63.2947;18.6664;high;X1:92;https://sok.riksarkivet.se/bildvisning/R0000203_00052;https://sok.riksarkivet.se/topografi/11833
11834;Lillbacke;Backa;Själevad;(Tingslag i Ångermanland);Ångermanland;;;7025228.2405;682430.5872;63.3093;18.6416;high;X1:93;https://sok.riksarkivet.se/bildvisning/R0000203_00052;https://sok.riksarkivet.se/topografi/11834
11835;Tjärn;;Själevad;(Tingslag i Ångermanland);Ångermanland;22 seland totalt.;;7026084.1001;682541.5071;63.3169;18.6448;high;X1:94;https://sok.riksarkivet.se/bildvisning/R0000203_00053;https://sok.riksarkivet.se/topografi/11835
11836;Måle;;Själevad;(Tingslag i Ångermanland);Ångermanland;22 seland totalt.;;7026039.0879;683169.0333;63.3161;18.6573;high;X1:95;https://sok.riksarkivet.se/bildvisning/R0000203_00053;https://sok.riksarkivet.se/topografi/11836
11837;Skärpe;;Själevad;(Tingslag i Ångermanland);Ångermanland;Brukas av andra bönder.;;7027199.5472;683309.9808;63.3265;18.6614;high;X1:96;https://sok.riksarkivet.se/bildvisning/R0000203_00054;https://sok.riksarkivet.se/topografi/11837
11838;Sörbacksjö;;Själevad;(Tingslag i Ångermanland);Ångermanland;;;7027428.0832;681392.6087;63.3295;18.6234;high;X1:97;https://sok.riksarkivet.se/bildvisning/R0000203_00054;https://sok.riksarkivet.se/topografi/11838
11839;Norrbacksjö;;Själevad;(Tingslag i Ångermanland);Ångermanland;17 seland totalt.;;7027499.1137;681781.6463;63.3299;18.6313;high;X1:98;https://sok.riksarkivet.se/bildvisning/R0000203_00055;https://sok.riksarkivet.se/topografi/11839
11840;Kroksta;;Själevad;(Tingslag i Ångermanland);Ångermanland;39,5 seland totalt.;;7029678.0169;683328.2374;63.3486;18.6646;middle;X1:99;https://sok.riksarkivet.se/bildvisning/R0000203_00055;https://sok.riksarkivet.se/topografi/11840
11841;Sörvästansjö;;Själevad;(Tingslag i Ångermanland);Ångermanland;28 seland totalt.;;7029489.9465;681648.1307;63.3478;18.6309;high;X1:100;https://sok.riksarkivet.se/bildvisning/R0000203_00056;https://sok.riksarkivet.se/topografi/11841
11842;Norrvästansjö;;Själevad;(Tingslag i Ångermanland);Ångermanland;26 seland totalt.;;7029817.4093;681813.3146;63.3507;18.6345;high;X1:101;https://sok.riksarkivet.se/bildvisning/R0000203_00056;https://sok.riksarkivet.se/topografi/11842
11843;Näverkäl;;Själevad;(Tingslag i Ångermanland);Ångermanland;26,5 seland totalt.;;7032387.4271;683180.3806;63.373;18.6647;high;X1:102;https://sok.riksarkivet.se/bildvisning/R0000203_00057;https://sok.riksarkivet.se/topografi/11843
11844;Hanabäck;Haneberg;Själevad;(Tingslag i Ångermanland);Ångermanland;Totalt 34,5 seland. Utsäde framgår ej.;;7032866.2398;683600.2624;63.3771;18.6736;high;X1:103;https://sok.riksarkivet.se/bildvisning/R0000203_00057;https://sok.riksarkivet.se/topografi/11844
