id;kommentar_tora;kommentar;framförställt;namn;efterställt;kategori;kartvolym;källa_kartakt;källa_url;toraid;toraid_url;tora_bebyggelseenhet;socken;härad;landskap;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long
8202;;;;Skinlös teegen;;ägonamn;C1;C1:70-71;;2717;https://sok.riksarkivet.se/topografi/2717;Eskilstuna;Kloster;Öster-Rekarne h:d;Södermanland;6581392,1348;586013,7526;59,3625;16,5132
8203;;;;Skinnartorp;;bebyggelsenamn;C1;C1:234-235;;2190;https://sok.riksarkivet.se/topografi/2190;Skinnartorp;Ludgo;Rönö h:d;Södermanland;6534020,7937;623418,5139;58,9281;17,144
8204;;;;Skiulsta;äghor;bebyggelsenamn;C1;C1:126-127;https://sok.riksarkivet.se/bildvisning/R0000151_00078;2646;https://sok.riksarkivet.se/topografi/2646;Skjulsta;Fors;Väster-Rekarne h:d;Södermanland;6579140,6656;584395,4097;59,3426;16,4838
8205;;;;Skiälby;;bebyggelsenamn;C1;C1:181;;;;;Runtuna;Rönö h:d;Södermanland;;;;
8206;;;;Skogh ängen;;ägonamn;C1;C1:201;https://sok.riksarkivet.se/bildvisning/R0000151_00116;2225;https://sok.riksarkivet.se/topografi/2225;Norrby;Runtuna;Rönö h:d;Södermanland;6528831,0549;615982,352;58,8836;17,0122
8207;;;;Skogßtorp;egor;bebyggelsenamn;C1;C1:68;;2859;https://sok.riksarkivet.se/topografi/2859;Skogstorp;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6577617,3293;584899,4231;59,3288;16,4921
8208;;;;Skogz ängen;;ägonamn;C1;C1:204;;2228;https://sok.riksarkivet.se/topografi/2228;Hästhagen;Runtuna;Rönö h:d;Södermanland;6525193,0095;615516,978;58,851;17,0022
8209;;;Vthi;Skogzengen;;ägonamn;C1;C1:105;https://sok.riksarkivet.se/bildvisning/R0000151_00067;2703;https://sok.riksarkivet.se/topografi/2703;Balsta;Kloster;Öster-Rekarne h:d;Södermanland;6582963,851;587711,9345;59,3762;16,5437
8210;;;;Skogztårp;;bebyggelsenamn;C1;C1:65;https://sok.riksarkivet.se/bildvisning/R0000151_00046;2859;https://sok.riksarkivet.se/topografi/2859;Skogstorp;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6577617,3293;584899,4231;59,3288;16,4921
8211;;;;Skomakare torpp;;bebyggelsenamn;C1;C1:40;;;;;Kjula;Öster-Rekarne h:d;Södermanland;;;;
8212;;;;Skomakaretorpet;;bebyggelsenamn;C1;C1:68;;;;;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;;;;
8213;;;till;Skomakaretorpet;;bebyggelsenamn;C1;C1:178-179;https://sok.riksarkivet.se/bildvisning/R0000151_00105;;;;Stenkvista;Öster-Rekarne h:d;Södermanland;;;;
8214;;;;Skomar torp;;bebyggelsenamn;C1;C1:36;;;;;Kjula;Öster-Rekarne h:d;Södermanland;;;;
8215;;;;Skälby;;bebyggelsenamn;C1;C1:189;https://sok.riksarkivet.se/bildvisning/R0000151_00110;;;;Runtuna;Rönö h:d;Södermanland;;;;
8216;;;wid;Slagesta;;bebyggelsenamn;C1;C1:81;https://sok.riksarkivet.se/bildvisning/R0000151_00054;2689;https://sok.riksarkivet.se/topografi/2689;Slagsta;Kloster;Öster-Rekarne h:d;Södermanland;6584941,7525;584447,2917;59,3947;16,487
8217;;;;Slageste;;bebyggelsenamn;C1;C1:85;https://sok.riksarkivet.se/bildvisning/R0000151_00056;2689;https://sok.riksarkivet.se/topografi/2689;Slagsta;Kloster;Öster-Rekarne h:d;Södermanland;6584941,7525;584447,2917;59,3947;16,487
8218;;;;Slaghesta;;bebyggelsenamn;C1;C1:85;https://sok.riksarkivet.se/bildvisning/R0000151_00056;2689;https://sok.riksarkivet.se/topografi/2689;Slagsta;Kloster;Öster-Rekarne h:d;Södermanland;6584941,7525;584447,2917;59,3947;16,487
8219;;;;Slytan;;bebyggelsenamn;C1;C1:45;;2886;https://sok.riksarkivet.se/topografi/2886;Slytan;Ärla;Öster-Rekarne h:d;Södermanland;6568457,0033;591618,2818;59,2452;16,6062
8220;;;aff;Slåtterhagan;;ägonamn;C1;C1:3;https://sok.riksarkivet.se/bildvisning/R0000151_00008;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8221;;;aff;Slåtterhagen;;ägonamn;C1;C1:3;https://sok.riksarkivet.se/bildvisning/R0000151_00008;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8222;;;;Slåtz ängen;;ägonamn;C1;C1:208;https://sok.riksarkivet.se/bildvisning/R0000151_00120;;;;Svärta;Rönö h:d;Södermanland;;;;
8223;;;;Snesta;åker;bebyggelsenamn;C1;C1:182-183;https://sok.riksarkivet.se/bildvisning/R0000151_00107;;;;Runtuna;Rönö h:d;Södermanland;;;;
8224;;;;Snåppetorp;;bebyggelsenamn;C1;C1:125;https://sok.riksarkivet.se/bildvisning/R0000151_00077;2714;https://sok.riksarkivet.se/topografi/2714;Snopptorp;Kloster;Öster-Rekarne h:d;Södermanland;6580486,4037;585877,107;59,3544;16,5104
8225;;;;Snåppetorpß;egor;bebyggelsenamn;C1;C1:13;https://sok.riksarkivet.se/bildvisning/R0000151_00014;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8226;;;;Snåpptorps;eg<or>;bebyggelsenamn;C1;C1:14-15;https://sok.riksarkivet.se/bildvisning/R0000151_00015;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8227;;;;Solby;äghor;bebyggelsenamn;C1;C1:137;https://sok.riksarkivet.se/bildvisning/R0000151_00083;2819;https://sok.riksarkivet.se/topografi/2819;Solby;Vallby;Öster-Rekarne h:d;Södermanland;6588481,8278;586381,1158;59,426;16,5225
8228;;;i;Solbärgz ängen;;ägonamn;C1;C1:194-195;;;;;Runtuna;Rönö h:d;Södermanland;;;;
8229;;;;Solbärs ängen;;ägonamn;C1;C1:194-195;;;;;Runtuna;Rönö h:d;Södermanland;;;;
8230;;;;Soolby;;bebyggelsenamn;C1;C1:145;https://sok.riksarkivet.se/bildvisning/R0000151_00087;2819;https://sok.riksarkivet.se/topografi/2819;Solby;Vallby;Öster-Rekarne h:d;Södermanland;6588481,8278;586381,1158;59,426;16,5225
8231;;;;Sorby;;bebyggelsenamn;C1;C1:197;https://sok.riksarkivet.se/bildvisning/R0000151_00114;2224;https://sok.riksarkivet.se/topografi/2224;Sörby;Runtuna;Rönö h:d;Södermanland;6524660,2024;617137,256;58,8458;17,03
8232;;;;Spelewijk sochn;;bebyggelsenamn;C1;C1:213;;;;;Spelvik;Rönö h:d;Södermanland;;;;
8233;;;;Spelvik sokn;;bebyggelsenamn;C1;C1:214-215;https://sok.riksarkivet.se/bildvisning/R0000151_00123;;;;Spelvik;Rönö h:d;Södermanland;;;;
8234;;;;Spelvikz;egor;bebyggelsenamn;C1;C1:213;;;;;Spelvik;Rönö h:d;Södermanland;;;;
8235;;;aff;Sprängiare flijken;;ägonamn;C1;C1:33-35;;2789;https://sok.riksarkivet.se/topografi/2789;Viby;Kjula;Öster-Rekarne h:d;Södermanland;6585219,2809;593794,9533;59,3952;16,6516
8236;;;;Spånga;;bebyggelsenamn;C1;C1:46-47;;;;;Ärla;Öster-Rekarne h:d;Södermanland;;;;
8237;;;vnder;Starenge;;bebyggelsenamn;C1;C1:26;https://sok.riksarkivet.se/bildvisning/R0000151_00022;;;;?;?;;;;;
8238;;;;Steenby torpp;;bebyggelsenamn;C1;C1:40;;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8239;;;;Steenholmß;egor;bebyggelsenamn;C1;C1:18-20;;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8240;;;;Steenquist kyrcka;;bebyggelsenamn;C1;C1:162-163;;;;;Stenkvista;Öster-Rekarne h:d;Södermanland;;;;
8241;;;;Steenquist sochn;;bebyggelsenamn;C1;C1:165;https://sok.riksarkivet.se/bildvisning/R0000151_00097;;;;Stenkvista;Öster-Rekarne h:d;Södermanland;;;;
8242;;;;Stenby;;bebyggelsenamn;C1;C1:10;https://sok.riksarkivet.se/bildvisning/R0000151_00013;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8243;;;;Stenquist sochn;;bebyggelsenamn;C1;C1:162-163;;;;;Stenkvista;Öster-Rekarne h:d;Södermanland;;;;
8244;;;;Stoch torpß;egor;bebyggelsenamn;C1;C1:233;;;;;Ludgo;Rönö h:d;Södermanland;;;;
8245;;;;Stoora Stenquista skogen;;naturnamn, ägonamn;C1;C1:70-71;;2717;https://sok.riksarkivet.se/topografi/2717;Eskilstuna;Kloster;Öster-Rekarne h:d;Södermanland;6581392,1348;586013,7526;59,3625;16,5132
8246;;;i;Stor engen;;ägonamn;C1;C1:85;https://sok.riksarkivet.se/bildvisning/R0000151_00056;;;;Kloster;Öster-Rekarne h:d;Södermanland;;;;
8247;;;;Stor Kalmyra;;bebyggelsenamn;C1;C1:218-219;https://sok.riksarkivet.se/bildvisning/R0000151_00125;;;;Spelvik;Rönö h:d;Södermanland;;;;
8248;;;i;Stor Steene;;bebyggelsenamn;C1;C1:238-239;;2196;https://sok.riksarkivet.se/topografi/2196;Stene;Ludgo;Rönö h:d;Södermanland;6533724,182;618804,538;58,9267;17,0637
8249;;;;Stor Stene;;bebyggelsenamn;C1;C1:238-239;;2196;https://sok.riksarkivet.se/topografi/2196;Stene;Ludgo;Rönö h:d;Södermanland;6533724,182;618804,538;58,9267;17,0637
8250;;;widh;Stora Loffhulta;;bebyggelsenamn;C1;C1:154-155;https://sok.riksarkivet.se/bildvisning/R0000151_00092;2810;https://sok.riksarkivet.se/topografi/2810;Stora Lövhulta;Vallby;Öster-Rekarne h:d;Södermanland;6587423,3974;589822,6403;59,4158;16,5826
8251;;;;Stora Löffhulta;;bebyggelsenamn;C1;C1:134-135;;2810;https://sok.riksarkivet.se/topografi/2810;Stora Lövhulta;Vallby;Öster-Rekarne h:d;Södermanland;6587423,3974;589822,6403;59,4158;16,5826
8252;;;;Stora Löfhulta;;bebyggelsenamn;C1;C1:129;;2810;https://sok.riksarkivet.se/topografi/2810;Stora Lövhulta;Vallby;Öster-Rekarne h:d;Södermanland;6587423,3974;589822,6403;59,4158;16,5826
8253;;;;Stora Tydhö;;bebyggelsenamn;C1;C1:154-155;https://sok.riksarkivet.se/bildvisning/R0000151_00092;2804;https://sok.riksarkivet.se/topografi/2804;Stora Tidö;Hammarby;Öster-Rekarne h:d;Södermanland;6585969,703;588739,5747;59,403;16,563
8254;;;;Stora Tydhöen;;bebyggelsenamn;C1;C1:153;;2804;https://sok.riksarkivet.se/topografi/2804;Stora Tidö;Hammarby;Öster-Rekarne h:d;Södermanland;6585969,703;588739,5747;59,403;16,563
8255;;;i;Stora Tydö;;bebyggelsenamn;C1;C1:154-155;https://sok.riksarkivet.se/bildvisning/R0000151_00092;2804;https://sok.riksarkivet.se/topografi/2804;Stora Tidö;Hammarby;Öster-Rekarne h:d;Södermanland;6585969,703;588739,5747;59,403;16,563
8256;;;;Store Almby;;bebyggelsenamn;C1;C1:11;https://sok.riksarkivet.se/bildvisning/R0000151_00013;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8257;;;;Store Kalmyra;;bebyggelsenamn;C1;C1:214-215;https://sok.riksarkivet.se/bildvisning/R0000151_00123;;;;Spelvik;Rönö h:d;Södermanland;;;;
8258;;;;Store skogen;;naturnamn;C1;C1:56;;2845;https://sok.riksarkivet.se/topografi/2845;Djupdal;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6565937,2457;582513,9697;59,2244;16,4457
8259;;namnet är förkortat;j;Storegerd<et>;;ägonamn;C1;C1:24;https://sok.riksarkivet.se/bildvisning/R0000151_00020;2801;https://sok.riksarkivet.se/topografi/2801;Aspesta;Kjula;Öster-Rekarne h:d;Södermanland;6583955,2919;596667,0525;59,3832;16,7016
8260;;;;Storegården;;bebyggelsenamn;C1;C1:2;https://sok.riksarkivet.se/bildvisning/R0000151_00008;2771;https://sok.riksarkivet.se/topografi/2771;Svilunda;Jäder;Öster-Rekarne h:d;Södermanland;6587191,5121;595292,1963;59,4125;16,6789
8261;;;i;Storenghen;;ägonamn;C1;C1:84;https://sok.riksarkivet.se/bildvisning/R0000151_00056;;;;Kloster;Öster-Rekarne h:d;Södermanland;;;;
8262;;;;Storrängen;;ägonamn;C1;C1:40;;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8263;;;;Strans;engh;bebyggelsenamn;C1;C1:14-15;https://sok.riksarkivet.se/bildvisning/R0000151_00015;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8264;;;;Stubb ängen;;ägonamn;C1;C1:228;https://sok.riksarkivet.se/bildvisning/R0000151_00130;2182;https://sok.riksarkivet.se/topografi/2182;Tovetorp;Ludgo;Rönö h:d;Södermanland;6536123,5477;623750,6655;58,9468;17,1509
8265;;;;Stubängen;;ägonamn;C1;C1:229;https://sok.riksarkivet.se/bildvisning/R0000151_00130;2183;https://sok.riksarkivet.se/topografi/2183;Kårtorp;Ludgo;Rönö h:d;Södermanland;6531841,6865;623225,7571;58,9086;17,1394
8266;;;i både;Ståck siögarna;;naturnamn;C1;C1:228;https://sok.riksarkivet.se/bildvisning/R0000151_00130;2182;https://sok.riksarkivet.se/topografi/2182;Tovetorp;Ludgo;Rönö h:d;Södermanland;6536123,5477;623750,6655;58,9468;17,1509
8267;;;;Ståck tårps;krone åker;bebyggelsenamn;C1;C1:228;https://sok.riksarkivet.se/bildvisning/R0000151_00130;2185;https://sok.riksarkivet.se/topografi/2185;Stocketorp;Ludgo;Rönö h:d;Södermanland;6535649,8727;623440,1368;58,9427;17,1452
8268;;;;Ståcketårp;;bebyggelsenamn;C1;C1:232;;2185;https://sok.riksarkivet.se/topografi/2185;Stocketorp;Ludgo;Rönö h:d;Södermanland;6535649,8727;623440,1368;58,9427;17,1452
8269;;;i;Ståcksiöerna;;naturnamn;C1;C1:232;;2185;https://sok.riksarkivet.se/topografi/2185;Stocketorp;Ludgo;Rönö h:d;Södermanland;6535649,8727;623440,1368;58,9427;17,1452
8270;;;j;Störegerdet;;ägonamn;C1;C1:24;https://sok.riksarkivet.se/bildvisning/R0000151_00020;2801;https://sok.riksarkivet.se/topografi/2801;Aspesta;Kjula;Öster-Rekarne h:d;Södermanland;6583955,2919;596667,0525;59,3832;16,7016
8271;;;;Suijesta;;bebyggelsenamn;C1;C1:69;;2710;https://sok.riksarkivet.se/topografi/2710;Svista;Kloster;Öster-Rekarne h:d;Södermanland;6583152,9786;590485,4703;59,3773;16,5925
8272;;;j;Sunby sochn;;bebyggelsenamn;C1;C1:33-35;;;;;Sundby;Öster-Rekarne h:d;Södermanland;;;;
8273;;;;Sundby;teeg skifftes;bebyggelsenamn;C1;C1:194-195;;;;;Runtuna;Rönö h:d;Södermanland;;;;
8274;;;i;Sundby siön;;naturnamn;C1;C1:194-195;;2219;https://sok.riksarkivet.se/topografi/2219;Granesta;Runtuna;Rönö h:d;Södermanland;6527269,1953;620484,5957;58,8683;17,0894
8275;;;;Sundhby sochn;;bebyggelsenamn;C1;C1:158-159;https://sok.riksarkivet.se/bildvisning/R0000151_00094;;;;Sundby;Öster-Rekarne h:d;Södermanland;;;;
8276;;;vnder;Sunnerby;;bebyggelsenamn;C1;C1:26;https://sok.riksarkivet.se/bildvisning/R0000151_00022;;;;?;?;;;;;
8277;;;;Swarfwaretorpet;;bebyggelsenamn;C1;C1:41;;;;;Ärla;Öster-Rekarne h:d;Södermanland;;;;
8278;;;;Swart becken;;naturnamn, ägonamn;C1;C1:25;https://sok.riksarkivet.se/bildvisning/R0000151_00021;2782;https://sok.riksarkivet.se/topografi/2782;Kjulsta;Kjula;Öster-Rekarne h:d;Södermanland;6584443,4468;596611,4101;59,3876;16,7009
8279;;;;Swartbächen;;naturnamn, ägonamn;C1;C1:24;https://sok.riksarkivet.se/bildvisning/R0000151_00020;2801;https://sok.riksarkivet.se/topografi/2801;Aspesta;Kjula;Öster-Rekarne h:d;Södermanland;6583955,2919;596667,0525;59,3832;16,7016
8280;;;;Swartuna sochn;;bebyggelsenamn;C1;C1:205;https://sok.riksarkivet.se/bildvisning/R0000151_00118;;;;Svärta;Rönö h:d;Södermanland;;;;
8281;;;;Swijesta;;bebyggelsenamn;C1;C1:114-115;https://sok.riksarkivet.se/bildvisning/R0000151_00072;2710;https://sok.riksarkivet.se/topografi/2710;Svista;Kloster;Öster-Rekarne h:d;Södermanland;6583152,9786;590485,4703;59,3773;16,5925
8282;;;Till;Swijnlunda;by;bebyggelsenamn;C1;C1:2;https://sok.riksarkivet.se/bildvisning/R0000151_00008;2771;https://sok.riksarkivet.se/topografi/2771;Svilunda;Jäder;Öster-Rekarne h:d;Södermanland;6587191,5121;595292,1963;59,4125;16,6789
8283;;;;Swinlunda;;bebyggelsenamn;C1;C1:2;https://sok.riksarkivet.se/bildvisning/R0000151_00008;2771;https://sok.riksarkivet.se/topografi/2771;Svilunda;Jäder;Öster-Rekarne h:d;Södermanland;6587191,5121;595292,1963;59,4125;16,6789
8284;;;;Sylfuergrufue torp;;bebyggelsenamn;C1;C1:72;;;;;Kloster;Öster-Rekarne h:d;Södermanland;;;;
8285;;;;Säby;;bebyggelsenamn;C1;C1:208;https://sok.riksarkivet.se/bildvisning/R0000151_00120;;;;Svärta;Rönö h:d;Södermanland;;;;
8286;;;;Säby;engh;bebyggelsenamn;C1;C1:152;https://sok.riksarkivet.se/bildvisning/R0000151_00091;;;;Torshälla;;Södermanland;;;;
8287;;;;Säldaren;;bebyggelsenamn;C1;C1:66-67;;2841;https://sok.riksarkivet.se/topografi/2841;Säldalen;Gillberga;Väster-Rekarne h:d;Södermanland;6576860,8082;582348,8692;59,3225;16,447
8288;;;aff;Särboflijken;;ägonamn;C1;C1:33-35;;2789;https://sok.riksarkivet.se/topografi/2789;Viby;Kjula;Öster-Rekarne h:d;Södermanland;6585219,2809;593794,9533;59,3952;16,6516
8289;;;;Säters;äng;bebyggelsenamn;C1;C1:198-199;https://sok.riksarkivet.se/bildvisning/R0000151_00115;2227;https://sok.riksarkivet.se/topografi/2227;Sättertorp;Runtuna;Rönö h:d;Södermanland;6525725,8695;615043,0134;58,8559;16,9943
8290;;;i;Sätersta soken;;bebyggelsenamn;C1;C1:236;;;;;Sättersta;Rönö h:d;Södermanland;;;;
8291;;;;Sätra;;bebyggelsenamn;C1;C1:224;https://sok.riksarkivet.se/bildvisning/R0000151_00128;;;;Ludgo;Rönö h:d;Södermanland;;;;
8292;;;;Sätter;;bebyggelsenamn;C1;C1:204;;2227;https://sok.riksarkivet.se/topografi/2227;Sättertorp;Runtuna;Rönö h:d;Södermanland;6525725,8695;615043,0134;58,8559;16,9943
8293;;;;Sättra;;bebyggelsenamn;C1;C1:169;;2227;https://sok.riksarkivet.se/topografi/2227;Sättertorp;Runtuna;Rönö h:d;Södermanland;6525725,8695;615043,0134;58,8559;16,9943
8294;;;;Söder enghz torpet;;bebyggelsenamn;C1;C1:72;;;;;Kloster;Öster-Rekarne h:d;Södermanland;;;;
8295;;;;Söder Spånga;;bebyggelsenamn;C1;C1:46-47;;;;;Ärla;Öster-Rekarne h:d;Södermanland;;;;
8296;;;;Söder Transäters;vthsäde;bebyggelsenamn;C1;C1:225;;2180;https://sok.riksarkivet.se/topografi/2180;Sör Transäter;Ludgo;Rönö h:d;Södermanland;6537611,7989;623585,748;58,9602;17,1489
8297;;;;Södre Rödmåssen;;bebyggelsenamn;C1;C1:117;https://sok.riksarkivet.se/bildvisning/R0000151_00073;;;;Kloster;Öster-Rekarne h:d;Södermanland;;;;
8298;;;wid;Södre Rödmåßen;;bebyggelsenamn;C1;C1:118-119;https://sok.riksarkivet.se/bildvisning/R0000151_00074;;;;Kloster;Öster-Rekarne h:d;Södermanland;;;;
8299;;;;Sör ... Transater;;bebyggelsenamn;C1;C1:225;;2180;https://sok.riksarkivet.se/topografi/2180;Sör Transäter;Ludgo;Rönö h:d;Södermanland;6537611,7989;623585,748;58,9602;17,1489
8300;;;;Sör ståcksiön;;naturnamn;C1;C1:228;https://sok.riksarkivet.se/bildvisning/R0000151_00130;2182;https://sok.riksarkivet.se/topografi/2182;Tovetorp;Ludgo;Rönö h:d;Södermanland;6536123,5477;623750,6655;58,9468;17,1509
8301;;;;Sörby;;bebyggelsenamn;C1;C1:200;https://sok.riksarkivet.se/bildvisning/R0000151_00116;2224;https://sok.riksarkivet.se/topografi/2224;Sörby;Runtuna;Rönö h:d;Södermanland;6524660,2024;617137,256;58,8458;17,03
8302;;;aff;Talflickan;;ägonamn;C1;C1:37;;2794;https://sok.riksarkivet.se/topografi/2794;Karlåker;Kjula;Öster-Rekarne h:d;Södermanland;6583661,1628;594593,6237;59,381;16,665
8303;;;;Tamdala;engh;bebyggelsenamn;C1;C1:54-55;https://sok.riksarkivet.se/bildvisning/R0000151_00041;;;;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;;;;
8304;;;;Tandala;egor;bebyggelsenamn;C1;C1:56;;;;;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;;;;
8305;;;;Tarrby;;bebyggelsenamn;C1;C1:133;https://sok.riksarkivet.se/bildvisning/R0000151_00081;2809;https://sok.riksarkivet.se/topografi/2809;Tärby;Vallby;Öster-Rekarne h:d;Södermanland;6589739,3273;588662,7136;59,4369;16,5632
8306;;;j;Torpare wretn;;ägonamn;C1;C1:28-29;;2785;https://sok.riksarkivet.se/topografi/2785;Kjulaby;Kjula;Öster-Rekarne h:d;Södermanland;6585668,2622;595789,7936;59,3987;16,687
8307;;;;Torpesta;;bebyggelsenamn;C1;C1:234-235;;2188;https://sok.riksarkivet.se/topografi/2188;Torpesta;Ludgo;Rönö h:d;Södermanland;6535398,9243;625531,3329;58,9398;17,1814
8308;;;;Torppare wreetn;;ägonamn;C1;C1:28-29;;2785;https://sok.riksarkivet.se/topografi/2785;Kjulaby;Kjula;Öster-Rekarne h:d;Södermanland;6585668,2622;595789,7936;59,3987;16,687
8309;;;;Torpsta;egor;bebyggelsenamn;C1;C1:236;;2188;https://sok.riksarkivet.se/topografi/2188;Torpesta;Ludgo;Rönö h:d;Södermanland;6535398,9243;625531,3329;58,9398;17,1814
8310;;;;Torsilla;;bebyggelsenamn;C1;C1:81;https://sok.riksarkivet.se/bildvisning/R0000151_00054;2733;https://sok.riksarkivet.se/topografi/2733;Torshälla prästgård;Torshälla;;Södermanland;6587667,8922;581674,4837;59,4197;16,4392
8311;;;;Torsilla åen;;naturnamn;C1;C1:66-67;;2860;https://sok.riksarkivet.se/topografi/2860;Hällby;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6576513,5574;582346,47;59,3194;16,4468
8312;;;;Torsilla åån;;naturnamn;C1;C1:58-59;;2848;https://sok.riksarkivet.se/topografi/2848;Husby;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6576196,2739;583075,6499;59,3164;16,4595
8313;;;;Torsille åen;;naturnamn;C1;C1:125;https://sok.riksarkivet.se/bildvisning/R0000151_00077;2714;https://sok.riksarkivet.se/topografi/2714;Snopptorp;Kloster;Öster-Rekarne h:d;Södermanland;6580486,4037;585877,107;59,3544;16,5104
8314;;;;Torsätter;;bebyggelsenamn;C1;C1:173;;2875;https://sok.riksarkivet.se/topografi/2875;Torrsäter;Stenkvista;Öster-Rekarne h:d;Södermanland;6577428,9749;590890,2449;59,3259;16,5972
8315;;;;Totorps;ängh;bebyggelsenamn;C1;C1:233;;2182;https://sok.riksarkivet.se/topografi/2182;Tovetorp;Ludgo;Rönö h:d;Södermanland;6536123,5477;623750,6655;58,9468;17,1509
8316;;;;Totårp;;bebyggelsenamn;C1;C1:228;https://sok.riksarkivet.se/bildvisning/R0000151_00130;2182;https://sok.riksarkivet.se/topografi/2182;Tovetorp;Ludgo;Rönö h:d;Södermanland;6536123,5477;623750,6655;58,9468;17,1509
8317;;;;Trummeslagaretorp;;bebyggelsenamn;C1;C1:72;;;;;Kloster;Öster-Rekarne h:d;Södermanland;;;;
8318;;;;Trummeslagharetorp;;bebyggelsenamn;C1;C1:69;;;;;Kloster;Öster-Rekarne h:d;Södermanland;;;;
8319;;;;Trumpewadh;;bebyggelsenamn;C1;C1:52;;2898;https://sok.riksarkivet.se/topografi/2898;Trumpevad;Ärla;Öster-Rekarne h:d;Södermanland;6564702,4506;591867,0135;59,2114;16,609
8320;;;i;Trägårds wret;;ägonamn;C1;C1:4;https://sok.riksarkivet.se/bildvisning/R0000151_00010;2773;https://sok.riksarkivet.se/topografi/2773;Fässlinge;Jäder;Öster-Rekarne h:d;Södermanland;6587413,0554;596283,9244;59,4143;16,6964
8321;;;i;Trägårdz wret<e>n;;ägonamn;C1;C1:4;https://sok.riksarkivet.se/bildvisning/R0000151_00010;2773;https://sok.riksarkivet.se/topografi/2773;Fässlinge;Jäder;Öster-Rekarne h:d;Södermanland;6587413,0554;596283,9244;59,4143;16,6964
8322;;läsningen av första bokstaven är osäker;;Träs(?) ängen;;ägonamn;C1;C1:189;https://sok.riksarkivet.se/bildvisning/R0000151_00110;;;;Runtuna;Rönö h:d;Södermanland;;;;
8323;;;;Träskaten;;bebyggelsenamn;C1;C1:50;;;;;Ärla;Öster-Rekarne h:d;Södermanland;;;;
8324;;;;Träskaten lacus;;naturnamn;C1;C1:50;;;;;Ärla;Öster-Rekarne h:d;Södermanland;;;;
8325;;;;Tunnebindare tårpet;;bebyggelsenamn;C1;C1:61;;2853;https://sok.riksarkivet.se/topografi/2853;Tunnbindartorp;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6566009,0614;583671,7965;59,2248;16,466
8326;;;;Tuär hagan;;ägonamn;C1;C1:226-227;https://sok.riksarkivet.se/bildvisning/R0000151_00129;2179;https://sok.riksarkivet.se/topografi/2179;Öster-Malma;Ludgo;Rönö h:d;Södermanland;6536820,4961;624322,7382;58,9529;17,1612
8327;;;;Tydhö;ängh;bebyggelsenamn;C1;C1:132;;;;;Hammarby;Öster-Rekarne h:d;Södermanland;;;;
8328;;;;Tyff ängen;;ägonamn;C1;C1:216;;2208;https://sok.riksarkivet.se/topografi/2208;Grinda;Spelvik;Rönö h:d;Södermanland;6531566,1501;620846,5966;58,9068;17,098
8329;;;till;Tyvijk;;bebyggelsenamn;C1;C1:237;;2193;https://sok.riksarkivet.se/topografi/2193;Tyviksstugan;Ludgo;Rönö h:d;Södermanland;6540093,5908;618874,9302;58,9839;17,0683
8330;;;;Tyvik;;bebyggelsenamn;C1;C1:237;;2193;https://sok.riksarkivet.se/topografi/2193;Tyviksstugan;Ludgo;Rönö h:d;Södermanland;6540093,5908;618874,9302;58,9839;17,0683
8331;;;;Tårpesta;;bebyggelsenamn;C1;C1:234-235;;2188;https://sok.riksarkivet.se/topografi/2188;Torpesta;Ludgo;Rönö h:d;Södermanland;6535398,9243;625531,3329;58,9398;17,1814
8332;;;;Tärby;;bebyggelsenamn;C1;C1:133;https://sok.riksarkivet.se/bildvisning/R0000151_00081;2809;https://sok.riksarkivet.se/topografi/2809;Tärby;Vallby;Öster-Rekarne h:d;Södermanland;6589739,3273;588662,7136;59,4369;16,5632
8333;;;;Tärrby;;bebyggelsenamn;C1;C1:133;https://sok.riksarkivet.se/bildvisning/R0000151_00081;2809;https://sok.riksarkivet.se/topografi/2809;Tärby;Vallby;Öster-Rekarne h:d;Södermanland;6589739,3273;588662,7136;59,4369;16,5632
8334;;läsningen av förleden är osäker;;Töft(?) ängen;;ägonamn;C1;C1:196;https://sok.riksarkivet.se/bildvisning/R0000151_00114;2221;https://sok.riksarkivet.se/topografi/2221;Ekeby;Runtuna;Rönö h:d;Södermanland;6526563,3871;619777,4276;58,8622;17,0767
