id;kommentar_tora;kommentar;framförställt;namn;efterställt;kategori;kartvolym;källa_kartakt;källa_url;toraid;toraid_url;tora_bebyggelseenhet;socken;härad;landskap;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long
8335;;;;Törnemosewad;;bebyggelsenamn;C1;C1:50;;2894;https://sok.riksarkivet.se/topografi/2894;Torrmossevad;Ärla;Öster-Rekarne h:d;Södermanland;6571045,6282;603127,1426;59,2658;16,8091
8336;;;;Ugelstuga torp;;bebyggelsenamn;C1;C1:40;;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8337;;;i;Ugglekullsiön;;naturnamn;C1;C1:217;;2203;https://sok.riksarkivet.se/topografi/2203;Lund;Ludgo;Rönö h:d;Södermanland;;;;
8338;;;;Usta;egor;bebyggelsenamn;C1;C1:213;;;;;Spelvik;Rönö h:d;Södermanland;;;;
8339;;;på;Uästermalma;ägor;bebyggelsenamn;C1;C1:233;;2177;https://sok.riksarkivet.se/topografi/2177;Väster-Malma;Ludgo;Rönö h:d;Södermanland;6536347,7953;621603,4267;58,9495;17,1137
8340;;;;Waffles;lööt;bebyggelsenamn;C1;C1:11;https://sok.riksarkivet.se/bildvisning/R0000151_00013;2757;https://sok.riksarkivet.se/topografi/2757;Vävle;Jäder;Öster-Rekarne h:d;Södermanland;6590778,0906;597174,1646;59,4443;16,7136
8341;;;;Walby;;bebyggelsenamn;C1;C1:74-75;https://sok.riksarkivet.se/bildvisning/R0000151_00051;2673;https://sok.riksarkivet.se/topografi/2673;Vallby;Kloster;Öster-Rekarne h:d;Södermanland;6584074,0284;585961,679;59,3866;16,5133
8342;;;;Walby kyreby;;bebyggelsenamn;C1;C1:130-131;https://sok.riksarkivet.se/bildvisning/R0000151_00080;2824;https://sok.riksarkivet.se/topografi/2824;Vallby;Vallby;Öster-Rekarne h:d;Södermanland;6588481,974;588952,2;59,4255;16,5678
8343;;;;Walby kyrka;;bebyggelsenamn;C1;C1:130-131;https://sok.riksarkivet.se/bildvisning/R0000151_00080;;;;Vallby;Öster-Rekarne h:d;Södermanland;;;;
8344;;;;Walby prästegårdh;;bebyggelsenamn;C1;C1:132;;2807;https://sok.riksarkivet.se/topografi/2807;Vallby prästgården;Vallby;Öster-Rekarne h:d;Södermanland;6587322,4353;587807,3959;59,4153;16,5471
8345;;;;Walby sochn;;bebyggelsenamn;C1;C1:130-131;https://sok.riksarkivet.se/bildvisning/R0000151_00080;;;;Vallby;Öster-Rekarne h:d;Södermanland;;;;
8346;;;;Wallby;egor;bebyggelsenamn;C1;C1:70-71;;2673;https://sok.riksarkivet.se/topografi/2673;Vallby;Kloster;Öster-Rekarne h:d;Södermanland;6584074,0284;585961,679;59,3866;16,5133
8347;;;i;Valsiön;;naturnamn;C1;C1:217;;2172;https://sok.riksarkivet.se/topografi/2172;Kryckeläng;Ludgo;Rönö h:d;Södermanland;6535549,0651;621099,2183;58,9424;17,1045
8348;;;;Walsiön;;naturnamn;C1;C1:217;;2172;https://sok.riksarkivet.se/topografi/2172;Kryckeläng;Ludgo;Rönö h:d;Södermanland;6535549,0651;621099,2183;58,9424;17,1045
8349;;;;Vannetårp;;bebyggelsenamn;C1;C1:52;;2899;https://sok.riksarkivet.se/topografi/2899;Vantorp;Ärla;Öster-Rekarne h:d;Södermanland;6565198,7467;591741,8282;59,2159;16,607
8350;;;;Vbsalahalsen;;bebyggelsenamn;C1;C1:108;https://sok.riksarkivet.se/bildvisning/R0000151_00069;2705;https://sok.riksarkivet.se/topografi/2705;Uppsalahalsen;Kloster;Öster-Rekarne h:d;Södermanland;6581205,0215;588077,6339;59,3604;16,5494
8351;;;till;Vdby;;bebyggelsenamn;C1;C1:206-207;https://sok.riksarkivet.se/bildvisning/R0000151_00119;2167;https://sok.riksarkivet.se/topografi/2167;Uddeby;Svärta;Rönö h:d;Södermanland;6518925,9098;621653,6743;58,7931;17,1051
8352;;;;Wdeby;;bebyggelsenamn;C1;C1:206-207;https://sok.riksarkivet.se/bildvisning/R0000151_00119;2167;https://sok.riksarkivet.se/topografi/2167;Uddeby;Svärta;Rönö h:d;Södermanland;6518925,9098;621653,6743;58,7931;17,1051
8353;;;;Wesby;;bebyggelsenamn;C1;C1:212;https://sok.riksarkivet.se/bildvisning/R0000151_00122;2171;https://sok.riksarkivet.se/topografi/2171;Väsby;Svärta;Rönö h:d;Södermanland;6522134,8383;619410,879;58,8225;17,068
8354;;;;Wester berga;;bebyggelsenamn;C1;C1:209;https://sok.riksarkivet.se/bildvisning/R0000151_00120;2222;https://sok.riksarkivet.se/topografi/2222;Västerberga;Runtuna;Rönö h:d;Södermanland;6525020,0726;616609,0312;58,8492;17,021
8355;;;;Vesterberga;;bebyggelsenamn;C1;C1:181;;2222;https://sok.riksarkivet.se/topografi/2222;Västerberga;Runtuna;Rönö h:d;Södermanland;6525020,0726;616609,0312;58,8492;17,021
8356;;;Till;Westermalma;;bebyggelsenamn;C1;C1:224;https://sok.riksarkivet.se/bildvisning/R0000151_00128;2177;https://sok.riksarkivet.se/topografi/2177;Väster-Malma;Ludgo;Rönö h:d;Södermanland;6536347,7953;621603,4267;58,9495;17,1137
8357;;;;Wgelstugan;;bebyggelsenamn;C1;C1:3;https://sok.riksarkivet.se/bildvisning/R0000151_00008;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8358;;;;Wickelby;;bebyggelsenamn;C1;C1:136;https://sok.riksarkivet.se/bildvisning/R0000151_00083;2812;https://sok.riksarkivet.se/topografi/2812;Vickelby;Vallby;Öster-Rekarne h:d;Södermanland;6589120,257;589085,2078;59,4312;16,5704
8359;;;;Viggaren;;naturnamn;C1;C1:170-171;https://sok.riksarkivet.se/bildvisning/R0000151_00100;2874;https://sok.riksarkivet.se/topografi/2874;Kolunda;Stenkvista;Öster-Rekarne h:d;Södermanland;6575345,2792;587843,9107;59,3078;16,5429
8360;;;;Wiggaren;;naturnamn;C1;C1:170-171;https://sok.riksarkivet.se/bildvisning/R0000151_00100;2874;https://sok.riksarkivet.se/topografi/2874;Kolunda;Stenkvista;Öster-Rekarne h:d;Södermanland;6575345,2792;587843,9107;59,3078;16,5429
8361;;;;Wiggby;;bebyggelsenamn;C1;C1:148;https://sok.riksarkivet.se/bildvisning/R0000151_00089;2821;https://sok.riksarkivet.se/topografi/2821;Viggeby;Vallby;Öster-Rekarne h:d;Södermanland;6587542,2641;585585,0615;59,4178;16,5081
8362;;;;Wigghby;;bebyggelsenamn;C1;C1:148;https://sok.riksarkivet.se/bildvisning/R0000151_00089;2821;https://sok.riksarkivet.se/topografi/2821;Viggeby;Vallby;Öster-Rekarne h:d;Södermanland;6587542,2641;585585,0615;59,4178;16,5081
8363;;;;Wighby;äghor;bebyggelsenamn;C1;C1:150-151;;2821;https://sok.riksarkivet.se/topografi/2821;Viggeby;Vallby;Öster-Rekarne h:d;Södermanland;6587542,2641;585585,0615;59,4178;16,5081
8364;;;;Wijby;;bebyggelsenamn;C1;C1:33-35;;2789;https://sok.riksarkivet.se/topografi/2789;Viby;Kjula;Öster-Rekarne h:d;Södermanland;6585219,2809;593794,9533;59,3952;16,6516
8365;;;;Wijby;;bebyggelsenamn;C1;C1:216;;2209;https://sok.riksarkivet.se/topografi/2209;Viby;Spelvik;Rönö h:d;Södermanland;6531785,8071;619922,3438;58,909;17,0821
8366;;;;Wijlesta;;bebyggelsenamn;C1;C1:126-127;https://sok.riksarkivet.se/bildvisning/R0000151_00078;2715;https://sok.riksarkivet.se/topografi/2715;Vilsta;Kloster;Öster-Rekarne h:d;Södermanland;6579814,8778;585468,3632;59,3484;16,5029
8367;;;;Willsta;engh;bebyggelsenamn;C1;C1:58-59;;2715;https://sok.riksarkivet.se/topografi/2715;Vilsta;Kloster;Öster-Rekarne h:d;Södermanland;6579814,8778;585468,3632;59,3484;16,5029
8368;;;j;Willåthinge häradt;;bebyggelsenamn;C1;C1:52;;;;;;Villåttinge;Södermanland;;;;
8369;;;;Vlfhaghen;;bebyggelsenamn;C1;C1:169;;2873;https://sok.riksarkivet.se/topografi/2873;Ulvshagen;Stenkvista;Öster-Rekarne h:d;Södermanland;6574860,2123;586362,1491;59,3038;16,5167
8370;;;;Wreeta;;bebyggelsenamn;C1;C1:66-67;;2861;https://sok.riksarkivet.se/topografi/2861;Vreta;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6576971,8827;583804,2124;59,3232;16,4726
8371;;;till;Wreta;;bebyggelsenamn;C1;C1:58-59;;2861;https://sok.riksarkivet.se/topografi/2861;Vreta;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6576971,8827;583804,2124;59,3232;16,4726
8372;;;;Vretha;;bebyggelsenamn;C1;C1:233;;2186;https://sok.riksarkivet.se/topografi/2186;Vretstugan;Ludgo;Rönö h:d;Södermanland;6535775,3361;622920,1532;58,944;17,1363
8373;;;;Vyby;;bebyggelsenamn;C1;C1:216;;2209;https://sok.riksarkivet.se/topografi/2209;Viby;Spelvik;Rönö h:d;Södermanland;6531785,8071;619922,3438;58,909;17,0821
8374;;;;Wyby;engh;bebyggelsenamn;C1;C1:40;;2789;https://sok.riksarkivet.se/topografi/2789;Viby;Kjula;Öster-Rekarne h:d;Södermanland;6585219,2809;593794,9533;59,3952;16,6516
8375;;;uthi;Wåskin;;ägonamn;C1;C1:212;https://sok.riksarkivet.se/bildvisning/R0000151_00122;2171;https://sok.riksarkivet.se/topografi/2171;Väsby;Svärta;Rönö h:d;Södermanland;6522134,8383;619410,879;58,8225;17,068
8376;;;;Wär lundz ängen;;ägonamn;C1;C1:216;;2209;https://sok.riksarkivet.se/topografi/2209;Viby;Spelvik;Rönö h:d;Södermanland;6531785,8071;619922,3438;58,909;17,0821
8377;;;;Wärlundh;åker och äng;bebyggelsenamn;C1;C1:238-239;;;;;Ludgo;Rönö h:d;Södermanland;;;;
8378;;;till;Väsby;;bebyggelsenamn;C1;C1:212;https://sok.riksarkivet.se/bildvisning/R0000151_00122;2171;https://sok.riksarkivet.se/topografi/2171;Väsby;Svärta;Rönö h:d;Södermanland;6522134,8383;619410,879;58,8225;17,068
8379;;;;Wäsby;;bebyggelsenamn;C1;C1:212;https://sok.riksarkivet.se/bildvisning/R0000151_00122;2171;https://sok.riksarkivet.se/topografi/2171;Väsby;Svärta;Rönö h:d;Södermanland;6522134,8383;619410,879;58,8225;17,068
8380;;;;Wästangrå tårpet;;bebyggelsenamn;C1;C1:68;;;;;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;;;;
8381;;;;Wäster berga;åker;bebyggelsenamn;C1;C1:206-207;https://sok.riksarkivet.se/bildvisning/R0000151_00119;2222;https://sok.riksarkivet.se/topografi/2222;Västerberga;Runtuna;Rönö h:d;Södermanland;6525020,0726;616609,0312;58,8492;17,021
8382;;;;Wäster bärga;;bebyggelsenamn;C1;C1:197;https://sok.riksarkivet.se/bildvisning/R0000151_00114;2222;https://sok.riksarkivet.se/topografi/2222;Västerberga;Runtuna;Rönö h:d;Södermanland;6525020,0726;616609,0312;58,8492;17,021
8383;;;till;Väster malma;;bebyggelsenamn;C1;C1:222-223;https://sok.riksarkivet.se/bildvisning/R0000151_00127;2177;https://sok.riksarkivet.se/topografi/2177;Väster-Malma;Ludgo;Rönö h:d;Södermanland;6536347,7953;621603,4267;58,9495;17,1137
8384;;;på;Wäster Reckarna;;bebyggelsenamn;C1;C1:82-83;https://sok.riksarkivet.se/bildvisning/R0000151_00055;;;;;Väster-Rekarne h:d;Södermanland;;;;
8385;;;på;Wäster Reekarna;;bebyggelsenamn;C1;C1:70-71;;;;;;Väster-Rekarne h:d;Södermanland;;;;
8386;;;;Wäster Rekarne;;bebyggelsenamn;C1;C1:58-59;;;;;;Väster-Rekarne h:d;Södermanland;;;;
8387;;;;Wäster torp;;bebyggelsenamn;C1;C1:32;;;;;Kjula;Öster-Rekarne h:d;Södermanland;;;;
8388;;;;Wästermalma;;bebyggelsenamn;C1;C1:222-223;https://sok.riksarkivet.se/bildvisning/R0000151_00127;2177;https://sok.riksarkivet.se/topografi/2177;Väster-Malma;Ludgo;Rönö h:d;Södermanland;6536347,7953;621603,4267;58,9495;17,1137
8389;;;;Wästertorpp;;bebyggelsenamn;C1;C1:40;;;;;Kjula;Öster-Rekarne h:d;Södermanland;;;;
8390;;;;Ytersta;engh;bebyggelsenamn;C1;C1:30-31;;;;;Kjula;Öster-Rekarne h:d;Södermanland;;;;
8391;;;;Yterstadh;;bebyggelsenamn;C1;C1:22-23;https://sok.riksarkivet.se/bildvisning/R0000151_00019;;;;Kjula;Öster-Rekarne h:d;Södermanland;;;;
8392;;;i;Åbredden;;ägonamn;C1;C1:70-71;;2717;https://sok.riksarkivet.se/topografi/2717;Eskilstuna;Kloster;Öster-Rekarne h:d;Södermanland;6581392,1348;586013,7526;59,3625;16,5132
8393;;;i;Åbrädden;;ägonamn;C1;C1:82-83;https://sok.riksarkivet.se/bildvisning/R0000151_00055;2717;https://sok.riksarkivet.se/topografi/2717;Eskilstuna;Kloster;Öster-Rekarne h:d;Södermanland;6581392,1348;586013,7526;59,3625;16,5132
8394;;;;Åckerby;;bebyggelsenamn;C1;C1:129;;2816;https://sok.riksarkivet.se/topografi/2816;Åkerby;Vallby;Öster-Rekarne h:d;Södermanland;6589005,8668;587462,5428;59,4305;16,5417
8395;;;;Åhrby;;bebyggelsenamn;C1;C1:73;https://sok.riksarkivet.se/bildvisning/R0000151_00050;2672;https://sok.riksarkivet.se/topografi/2672;Årby gård;Kloster;Öster-Rekarne h:d;Södermanland;6584446,0482;586757,0653;59,3897;16,5275
8396;;;;Åhrby;engh;bebyggelsenamn;C1;C1:54-55;https://sok.riksarkivet.se/bildvisning/R0000151_00041;;;;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;;;;
8397;;;;Åhßtorpp;;bebyggelsenamn;C1;C1:40;;2791;https://sok.riksarkivet.se/topografi/2791;Åhstorp;Kjula;Öster-Rekarne h:d;Södermanland;6584946,2391;595034,6141;59,3924;16,6733
8398;;;herr;Åke Axelßon;;personnamn;C1;C1:24;https://sok.riksarkivet.se/bildvisning/R0000151_00020;2801;https://sok.riksarkivet.se/topografi/2801;Aspesta;Kjula;Öster-Rekarne h:d;Södermanland;6583955,2919;596667,0525;59,3832;16,7016
8399;;;;Åkerby;;bebyggelsenamn;C1;C1:141;https://sok.riksarkivet.se/bildvisning/R0000151_00085;2816;https://sok.riksarkivet.se/topografi/2816;Åkerby;Vallby;Öster-Rekarne h:d;Södermanland;6589005,8668;587462,5428;59,4305;16,5417
8400;;;;Åkra;;bebyggelsenamn;C1;C1:198-199;https://sok.riksarkivet.se/bildvisning/R0000151_00115;2223;https://sok.riksarkivet.se/topografi/2223;Åkra;Runtuna;Rönö h:d;Södermanland;6525512,4523;616518,5843;58,8536;17,0197
8401;;;;Åkre;åker;bebyggelsenamn;C1;C1:197;https://sok.riksarkivet.se/bildvisning/R0000151_00114;2223;https://sok.riksarkivet.se/topografi/2223;Åkra;Runtuna;Rönö h:d;Södermanland;6525512,4523;616518,5843;58,8536;17,0197
8402;;;;Ånsund;;bebyggelsenamn;C1;C1:218-219;https://sok.riksarkivet.se/bildvisning/R0000151_00125;2173;https://sok.riksarkivet.se/topografi/2173;Ånsund;Ludgo;Rönö h:d;Södermanland;6531230,0257;622470,4776;58,9033;17,126
8403;;;;Ånsöijea;egor;bebyggelsenamn;C1;C1:118-119;https://sok.riksarkivet.se/bildvisning/R0000151_00074;2706;https://sok.riksarkivet.se/topografi/2706;Ånsöga;Kloster;Öster-Rekarne h:d;Södermanland;6582912,5712;589068,9904;59,3755;16,5675
8404;;;;Ånzöijea;;bebyggelsenamn;C1;C1:109;https://sok.riksarkivet.se/bildvisning/R0000151_00069;2706;https://sok.riksarkivet.se/topografi/2706;Ånsöga;Kloster;Öster-Rekarne h:d;Södermanland;6582912,5712;589068,9904;59,3755;16,5675
8405;;;;Åsen;;bebyggelsenamn;C1;C1:53;https://sok.riksarkivet.se/bildvisning/R0000151_00040;;;;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;;;;
8406;;;;Åttinge;;bebyggelsenamn;C1;C1:58-59;;2847;https://sok.riksarkivet.se/topografi/2847;Åttingen;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6576469,651;582715,2474;59,3189;16,4533
8407;;;lyda;Åttinge;till;bebyggelsenamn;C1;C1:42-43;;2889;https://sok.riksarkivet.se/topografi/2889;Åttinge;Ärla;Öster-Rekarne h:d;Södermanland;6569766,9365;590596,5618;59,2572;16,5889
8408;;;;Åttingen;;bebyggelsenamn;C1;C1:46-47;;2889;https://sok.riksarkivet.se/topografi/2889;Åttinge;Ärla;Öster-Rekarne h:d;Södermanland;6569766,9365;590596,5618;59,2572;16,5889
8409;;;;Åårby;;bebyggelsenamn;C1;C1:37;;;;;Kjula;Öster-Rekarne h:d;Södermanland;;;;
8410;;;i;Ååß wretn;;ägonamn;C1;C1:28-29;;2785;https://sok.riksarkivet.se/topografi/2785;Kjulaby;Kjula;Öster-Rekarne h:d;Södermanland;6585668,2622;595789,7936;59,3987;16,687
8411;;;;Ååstorp;;bebyggelsenamn;C1;C1:36;;2791;https://sok.riksarkivet.se/topografi/2791;Åhstorp;Kjula;Öster-Rekarne h:d;Södermanland;6584946,2391;595034,6141;59,3924;16,6733
8412;;;;Äckersta;;bebyggelsenamn;C1;C1:81;https://sok.riksarkivet.se/bildvisning/R0000151_00054;2687;https://sok.riksarkivet.se/topografi/2687;Eckersta;Kloster;Öster-Rekarne h:d;Södermanland;6586094,5278;584363,4164;59,405;16,486
8413;;;;Ägersta;åker och äng;bebyggelsenamn;C1;C1:190-191;https://sok.riksarkivet.se/bildvisning/R0000151_00111;;;;Runtuna;Rönö h:d;Södermanland;;;;
8414;;;;Äggesta;äng;bebyggelsenamn;C1;C1:189;https://sok.riksarkivet.se/bildvisning/R0000151_00110;;;;Runtuna;Rönö h:d;Södermanland;;;;
8415;;;;Ähnskä;;bebyggelsenamn;C1;C1:12;https://sok.riksarkivet.se/bildvisning/R0000151_00014;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8416;;;;Ährby enghen;;ägonamn;C1;C1:70-71;;2717;https://sok.riksarkivet.se/topografi/2717;Eskilstuna;Kloster;Öster-Rekarne h:d;Södermanland;6581392,1348;586013,7526;59,3625;16,5132
8417;;;till;Ähresta;;bebyggelsenamn;C1;C1:82-83;https://sok.riksarkivet.se/bildvisning/R0000151_00055;2693;https://sok.riksarkivet.se/topografi/2693;Ärsta;Kloster;Öster-Rekarne h:d;Södermanland;6585602,7751;586548,3077;59,4002;16,5242
8418;;;;Ährla kyrkia;;bebyggelsenamn;C1;C1:46-47;;;;;Ärla;Öster-Rekarne h:d;Södermanland;;;;
8419;;;;Ährla sochn;;bebyggelsenamn;C1;C1:41;;;;;Ärla;Öster-Rekarne h:d;Södermanland;;;;
8420;;;Till;Ährna;;bebyggelsenamn;C1;C1:86-87;https://sok.riksarkivet.se/bildvisning/R0000151_00057;2690;https://sok.riksarkivet.se/topografi/2690;Ärna;Kloster;Öster-Rekarne h:d;Södermanland;6585545,6889;583880,3464;59,4002;16,4773
8421;;;;Ährrsta;;bebyggelsenamn;C1;C1:69;;2693;https://sok.riksarkivet.se/topografi/2693;Ärsta;Kloster;Öster-Rekarne h:d;Södermanland;6585602,7751;586548,3077;59,4002;16,5242
8422;;;;Ährrsta Karins torp;;bebyggelsenamn;C1;C1:72;;;;;Kloster;Öster-Rekarne h:d;Södermanland;;;;
8423;;;;Ährsta;;bebyggelsenamn;C1;C1:92;https://sok.riksarkivet.se/bildvisning/R0000151_00061;2693;https://sok.riksarkivet.se/topografi/2693;Ärsta;Kloster;Öster-Rekarne h:d;Södermanland;6585602,7751;586548,3077;59,4002;16,5242
8424;;;;Ährsta Karinstorp;;bebyggelsenamn;C1;C1:69;;;;;Kloster;Öster-Rekarne h:d;Södermanland;;;;
8425;;;;Äkeckersta;äghor;bebyggelsenamn;C1;C1:84;https://sok.riksarkivet.se/bildvisning/R0000151_00056;2687;https://sok.riksarkivet.se/topografi/2687;Eckersta;Kloster;Öster-Rekarne h:d;Södermanland;6586094,5278;584363,4164;59,405;16,486
8426;;;;Älewij;;bebyggelsenamn;C1;C1:37;;2793;https://sok.riksarkivet.se/topografi/2793;Ällevi;Kjula;Öster-Rekarne h:d;Södermanland;6584065,498;594125,8211;59,3847;16,657
8427;;;;Älffwi;;bebyggelsenamn;C1;C1:22-23;https://sok.riksarkivet.se/bildvisning/R0000151_00019;2793;https://sok.riksarkivet.se/topografi/2793;Ällevi;Kjula;Öster-Rekarne h:d;Södermanland;6584065,498;594125,8211;59,3847;16,657
8428;;;;Älffwij;;bebyggelsenamn;C1;C1:37;;2793;https://sok.riksarkivet.se/topografi/2793;Ällevi;Kjula;Öster-Rekarne h:d;Södermanland;6584065,498;594125,8211;59,3847;16,657
8429;;;aff;Älffwij flijkarna;;ägonamn;C1;C1:33-35;;;;;Kjula;Öster-Rekarne h:d;Södermanland;;;;
8430;;;;Älunda;gärde;bebyggelsenamn;C1;C1:53;https://sok.riksarkivet.se/bildvisning/R0000151_00040;;;;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;;;;
8431;;;;Änteviken;;naturnamn;C1;C1:241;https://sok.riksarkivet.se/bildvisning/R0000151_00136;2199;https://sok.riksarkivet.se/topografi/2199;Ryssinge;Ludgo;Rönö h:d;Södermanland;6533964,1897;619842,6812;58,9286;17,0819
8432;;;;Äresta;ägor;bebyggelsenamn;C1;C1:202-203;https://sok.riksarkivet.se/bildvisning/R0000151_00117;;;;Runtuna;Rönö h:d;Södermanland;;;;
8433;;;;Ärna;;bebyggelsenamn;C1;C1:86-87;https://sok.riksarkivet.se/bildvisning/R0000151_00057;2690;https://sok.riksarkivet.se/topografi/2690;Ärna;Kloster;Öster-Rekarne h:d;Södermanland;6585545,6889;583880,3464;59,4002;16,4773
8434;;;;Öbrom;;bebyggelsenamn;C1;C1:213;;;;;Ludgo;Rönö h:d;Södermanland;;;;
8435;;;;Öbron;;bebyggelsenamn;C1;C1:213;;;;;Ludgo;Rönö h:d;Södermanland;;;;
8436;;;Till;Öbrun;;bebyggelsenamn;C1;C1:213;;;;;Ludgo;Rönö h:d;Södermanland;;;;
8437;;;;Öckna;;bebyggelsenamn;C1;C1:170-171;https://sok.riksarkivet.se/bildvisning/R0000151_00100;;;;Stenkvista;Öster-Rekarne h:d;Södermanland;;;;
8438;;;;Ökna;;bebyggelsenamn;C1;C1:53;https://sok.riksarkivet.se/bildvisning/R0000151_00040;2842;https://sok.riksarkivet.se/topografi/2842;Ökna;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6573171,8212;584878,2643;59,2889;16,4899
8439;;;;Ökna;egor;bebyggelsenamn;C1;C1:234-235;;;;;Sättersta;Rönö h:d;Södermanland;;;;
8440;;;;Ön;;bebyggelsenamn;C1;C1:224;https://sok.riksarkivet.se/bildvisning/R0000151_00128;2178;https://sok.riksarkivet.se/topografi/2178;Ön;Ludgo;Rönö h:d;Södermanland;6535942,7285;621574,9814;58,9458;17,113
8441;;;på;Önas;figur;bebyggelsenamn;C1;C1:222-223;https://sok.riksarkivet.se/bildvisning/R0000151_00127;2178;https://sok.riksarkivet.se/topografi/2178;Ön;Ludgo;Rönö h:d;Södermanland;6535942,7285;621574,9814;58,9458;17,113
8442;;;;Önesta;gärde;bebyggelsenamn;C1;C1:57;https://sok.riksarkivet.se/bildvisning/R0000151_00042;2850;https://sok.riksarkivet.se/topografi/2850;Önsta;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6575438,4048;583752,1314;59,3095;16,4711
8443;;;;Önnesta;;bebyggelsenamn;C1;C1:60;https://sok.riksarkivet.se/bildvisning/R0000151_00044;2850;https://sok.riksarkivet.se/topografi/2850;Önsta;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6575438,4048;583752,1314;59,3095;16,4711
8444;;;på;Önnesta;;bebyggelsenamn;C1;C1:68;;2850;https://sok.riksarkivet.se/topografi/2850;Önsta;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6575438,4048;583752,1314;59,3095;16,4711
8445;;;;Önnestadh;egor;bebyggelsenamn;C1;C1:68;;2850;https://sok.riksarkivet.se/topografi/2850;Önsta;Husby (Rekarne);Öster-Rekarne h:d;Södermanland;6575438,4048;583752,1314;59,3095;16,4711
8446;;;;Örsta;;bebyggelsenamn;C1;C1:177;https://sok.riksarkivet.se/bildvisning/R0000151_00104;2878;https://sok.riksarkivet.se/topografi/2878;Örsta;Stenkvista;Öster-Rekarne h:d;Södermanland;6573418,9673;587217,1108;59,2907;16,5311
8447;;;;Ösby;åker;bebyggelsenamn;C1;C1:210-211;https://sok.riksarkivet.se/bildvisning/R0000151_00121;;;;Svärta;Rönö h:d;Södermanland;;;;
8448;;;;Ößby;;bebyggelsenamn;C1;C1:4;https://sok.riksarkivet.se/bildvisning/R0000151_00010;;;;Jäder;Öster-Rekarne h:d;Södermanland;;;;
8449;;;;Öster malma;;bebyggelsenamn;C1;C1:226-227;https://sok.riksarkivet.se/bildvisning/R0000151_00129;2179;https://sok.riksarkivet.se/topografi/2179;Öster-Malma;Ludgo;Rönö h:d;Södermanland;6536820,4961;624322,7382;58,9529;17,1612
8450;;;;Österberga;;bebyggelsenamn;C1;C1:181;;2214;https://sok.riksarkivet.se/topografi/2214;Österberga;Runtuna;Rönö h:d;Södermanland;6526718,6071;617526,4959;58,8642;17,0378
8451;;;;Österbärga;;bebyggelsenamn;C1;C1:188;https://sok.riksarkivet.se/bildvisning/R0000151_00110;2214;https://sok.riksarkivet.se/topografi/2214;Österberga;Runtuna;Rönö h:d;Södermanland;6526718,6071;617526,4959;58,8642;17,0378
8452;;;på;Österrekarna;;bebyggelsenamn;C1;C1:70-71;;;;;;Öster-Rekarne h:d;Södermanland;;;;
8453;;;;Östertorp;;bebyggelsenamn;C1;C1:30-31;;2787;https://sok.riksarkivet.se/topografi/2787;Östertorp;Kjula;Öster-Rekarne h:d;Södermanland;6586038,0518;595745,636;59,4021;16,6863
8454;;;;Östertorpp;;bebyggelsenamn;C1;C1:40;;2787;https://sok.riksarkivet.se/topografi/2787;Östertorp;Kjula;Öster-Rekarne h:d;Södermanland;6586038,0518;595745,636;59,4021;16,6863
8455;;namnet är förkortat;j;Österåkersgerd<et>;;ägonamn;C1;C1:24;https://sok.riksarkivet.se/bildvisning/R0000151_00020;2801;https://sok.riksarkivet.se/topografi/2801;Aspesta;Kjula;Öster-Rekarne h:d;Södermanland;6583955,2919;596667,0525;59,3832;16,7016
8456;;;;Östre Rekarn;;bebyggelsenamn;C1;C1:9;https://sok.riksarkivet.se/bildvisning/R0000151_00012;;;;;Öster-Rekarne h:d;Södermanland;;;;
