wkt_geom;id;toraid;note;coordinate_accuracy;sweref99_n;sweref99_e;wgs84_lat;wgs84_long;x_rt90;y_rt90;id_deprecated;namn_deprecated
Point (2022629.60257627512328327 8207918.58380410261452198);32186;419;;high;6558517.652971;681384.731363;59.1271445;18.16959086;1635377.56454003;6558597.29468685;1360100020;Hässlingby
Point (1828506.38230443350039423 8176073.64777619205415249);34123;2490;;high;6538703.216213;581956.205646;58.98003831;16.4257523;1535688.87922576;6539979.43132767;4830300006;Eneby
Point (1897320.65218575298786163 8156914.49046017322689295);34902;2217;;high;6529739.547614;617786.500617;58.89122967;17.04392141;1571419.88660753;6530581.45749356;4801900007;Runtuna
Point (2006438.01382231945171952 8257079.96049664914608002);35874;566;;high;6583265.623769;671923.745613;59.35300863;18.02413934;1626214.57744258;6583463.71057072;1840100202;Solna prästgård
Point (1993953.07763143535703421 8265496.60833796486258507);35401;531;;high;6587268.037258;665362.787454;59.39152774;17.91198525;1619701.01415419;6587546.30720953;1804100102;Spånga Prästgård
Point (1870488.61678994027897716 8274482.52836863044649363);33735;3132;;high;6589609.914556;602269.539995;59.43260389;16.80288513;1556623.03179838;6590653.44066864;4861200004;Helgarö
Point (1885807.63267553551122546 8268730.65089129284024239);33630;3105;;high;6586903.061914;610159.679782;59.40631683;16.94049819;1564482.24787935;6587850.3067797;4861000011;Vansö
Point (1907024.33922003954648972 8271494.8981288829818368);32450;3073;;high;6588640.660864;620932.047962;59.41895246;17.13109111;1575278.13744946;6589457.73879319;4860900010;Väla
Point (1921011.3774868119508028 8262304.01194740366190672);32563;3051;;high;6584197.090691;628219.089013;59.37692185;17.25673881;1582512.91858569;6584924.88806082;4860800014;Tuna
Point (1890651.28413470042869449 8241541.0956684211269021);33439;2941;;high;6573111.836231;613042.439207;59.28177944;16.98400945;1567198.64604262;6574020.95506088;4860500017;Merlänna
Point (1422556.83482581656426191 8062482.70975874271243811);23107;7853;;high;6480970.873377;370387.412377;58.45016044;12.77904547;1323343.25902068;6484770.76662746;16811900001;Friel
Point (1437530.9526165327988565 8053509.61209074594080448);23089;7837;;high;6476021.95932;378090.1314;58.40795849;12.91356026;1330990.47796075;6479726.89307726;16810400001;Häggesled
Point (1856725.97506429115310311 7688392.68178572412580252);22467;6420;;high;6279399.727089;602968.00234;56.64741732;16.67925322;1553616.68401602;6280359.69049092;8401600010;Norra Möckleby
Point (1837672.60021246946416795 7620313.23277693521231413);22061;6361;;high;6241568.975859;593298.883844;56.30968208;16.50809384;1543501.1577906;6242633.06266966;8401000008;Gräsgård
Point (1731946.1508936348836869 7887046.18448899406939745);25272;5830;;high;6386078.655393;533355.333901;57.61583703;15.55833699;1485245.69301197;6387891.95447968;6860200018;Hässleby
Point (1713493.28105353214778006 7815805.14106355141848326);24069;5586;;high;6347671.820609;523673.93447;57.27145419;15.39257204;1475105.37818533;6349587.30852472;6851100001;Näshult
Point (1652288.48280258593149483 7909023.40024593565613031);25598;5448;;high;6397706.829351;490633.600953;57.72142264;14.84275998;1442647.36059054;6400032.38881835;6820500006;Norra Solberga
Point (1641633.19186505582183599 7928692.00064864847809076);24600;5205;;high;6408214.998961;484971.102736;57.81565646;14.74704187;1437107.86883709;6410611.96174386;6040100018;Bälaryd
Point (1524053.2754204380325973 8058939.49321642890572548);23194;7873;;high;6477719.145125;423554.89829;58.43350216;13.69080351;1376497.23967956;6480879.34312285;16820300002;Öglunda
Point (1671557.87442196765914559 8069428.8162130881100893);27948;4927;;high;6482463.311302;500924.812934;58.48279439;15.01585987;1453955.39474604;6484696.98193345;5832400101;Sten
Point (1631225.22566424589604139 8015831.77701346576213837);26103;3246;;high;6454391.880694;479652.996085;58.23020069;14.65354552;1432339.19825517;6456870.04526705;5090200004;Ödeshög
Point (1811078.04561839811503887 8086237.83841206599026918);28807;3979;;high;6491939.946248;573839.840249;58.56164067;16.26919089;1527007.37547462;6493301.19229053;5810700015;Styrstad
Point (1789429.50255769141949713 8088965.32477411534637213);29711;3960;;high;6493165.010752;562503.596596;58.57441782;16.07471872;1515682.64714909;6494662.77364925;5810500101;*Löt
Point (1795705.27212888468056917 8092458.98256026208400726);29754;3955;;high;6495040.232965;565751.450969;58.59077735;16.13109492;1518953.96202506;6496499.51482274;5810500004;Borg
Point (1659913.95526147377677262 8032792.77443375531584024);27205;5182;;high;6463264.484647;494800.152307;58.31033047;14.91126076;1447598.30269234;6465564.60922352;5861200113;Bosgård
Point (1670394.11166200553998351 8045906.93073401506990194);27297;5090;;high;6470145.364307;500316.199414;58.37216224;15.00540561;1453198.8153837;6472381.89455638;5860400009;Bjälbo
Point (1666967.30396273615770042 8066156.15530687384307384);28033;5036;;high;6480751.971615;498519.528508;58.46742267;14.97462207;1451528.7041183;6483013.88856847;5841100002;Hageby
Point (2011342.77147153043188155 8413112.31287701427936554);40872;1914;;high;6662059.243244;670786.018175;60.06001772;18.06819953;1626034.79677075;6662284.29781098;3820900008;Alunda
Point (2047295.81731078797020018 8441558.65949035063385963);40626;1904;;high;6677101.665035;688025.879214;60.18730854;18.39117124;1643461.10025985;6677118.57412263;3820600003;Harg
Point (2010966.34766047052107751 8404193.23987514711916447);40758;1691;;high;6657597.608208;670804.444332;60.02000549;18.06481806;1625998.78837007;6657821.68746824;3804000006;Tunaby
Point (2033714.06666629086248577 8379473.83973485790193081);40589;1594;;high;6645774.928187;682798.404087;59.90885718;18.2691643;1637850.53603664;6645850.86373029;3802800001;Knutby
Point (2000016.57874769996851683 8402021.4617669265717268);40796;1674;;high;6656262.433177;665373.781889;60.01025525;17.96645461;1620550.91018908;6656552.5273042;3803900001;Stavby
Point (1959362.62686986615881324 8436236.97768665850162506);40664;1236;;high;6672466.850121;644350.212;60.16353266;17.60125395;1599721.22336597;6673016.56766808;3600300003;Vendel
Point (2058738.69058615551330149 8376318.96854548901319504);40610;712;;high;6644835.862;695444.334132;59.89464477;18.49396432;1650486.88910589;6644757.55872984;1880800001;Edsbro
Point (1965403.92278881999664009 8265436.58670672122389078);41518;319;;high;6586628.225623;650805.609314;59.39125321;17.65552383;1605133.45107511;6587082.8120311;1250800006;Färentuna
Point (2068975.82911817240528762 8383840.12618300784379244);40576;709;;high;6648879.518091;700380.821983;59.92851687;18.5859261;1655473.34078446;6648741.60784584;1880700001;Ununge
Point (2028646.48282834724523127 8418746.96676296554505825);41211;1959;;high;6665281.270452;679296.776024;60.0852706;18.22364142;1634586.27400434;6665402.97318693;3821000003;Ekeby by
Point (2022419.80550331645645201 8315988.08041006233543158);36025;65;;high;6613542.829415;678656.188828;59.62168713;18.16770622;1633315.46743561;6613664.12560552;1150400002;Frösunda
Point (2009265.73652887204661965 8312566.51470319833606482);36008;57;;high;6611500.56954;672074.422711;59.60613989;18.04954121;1626707.82411399;6611701.49658197;1150200012;Bergby
Point (1433936.33340328908525407 7870542.61103580147027969);35261;6793;;high;6379071.113752;373161.117522;57.53634631;12.88126925;1324901.04864388;6382785.66153821;15630600005;Skephult kyrka
Point (1386950.53798235021531582 7810666.85469050332903862);35060;6652;;high;6347684.086176;346693.827491;57.24648997;12.45918867;1298047.18514129;6351696.1071186;13832200005;Grimmared
Point (1840699.43992224568501115 8249158.77280978672206402);34826;2865;;high;6576326.515595;587389.245724;59.31671705;16.5352844;1541578.06633527;6577546.96913831;4841900001;Stenkvista prästgården
Point (1844042.43649323494173586 8272174.94087011739611626);34747;2824;;high;6588094.893191;588822.621338;59.42206028;16.56531505;1543154.37474564;6589301.03440606;4840900020;Vallby
Point (1831388.01951810717582703 8248672.11020073480904102);34544;2848;;high;6575971.381666;582633.988913;59.3144861;16.45163849;1536817.26033784;6577249.31426804;4841800007;Husby
Point (1856214.54642236605286598 8266688.53224428556859493);34431;2785;;high;6585453.542048;595096.713994;59.39697909;16.67465898;1549398.05634446;6586582.97379581;4840600007;Kjulaby
Point (1857940.18254075548611581 8269459.06470831111073494);34339;2772;;high;6586886.157191;595941.042069;59.40964694;16.69016063;1550259.95727062;6588005.71659517;4840500019;Jäder
Point (1821325.1413288009352982 8173509.72554215043783188);33975;2580;;high;6537304.2181;578275.229331;58.96816697;16.36124212;1531990.03749565;6538624.46480255;4830600120;Stora Malm
