wkt_geom;id;toraid;note;coordinate_accuracy;sweref99_n;sweref99_e;wgs84_lat;wgs84_long;x_rt90;y_rt90;id_deprecated;namn_deprecated
Point (1799060.87377866986207664 8310449.35699605010449886);8148;10012;Bergs kyrka;high;6607050.49819;565556.092299;59.59651614;16.1612388;1520111.483016;6608544.03620298;19610200005;Tibble
Point (1706083.51948364963755012 7877859.07566442247480154);25188;5918;Bellö;high;6381064.401787;519499.683291;57.57160805;15.32600902;1471325.83982552;6383040.71360411;6860400018;Bellö
Point (1868750.32192318071611226 8261148.87435591965913773);21607;2753;Barva kyrka;high;6582798.332972;601566.200715;59.37163564;16.78726976;1555836.97542306;6583848.72192596;4840400013;Skäggesta
Point (1571167.53075846191495657 7935912.5771845206618309);24771;5413;Bankeryds kyrka;high;6412375.686823;447413.864385;57.85018915;14.11403807;1399585.0959469;6415221.95529557;6802000006;Bankeryd
Point (1939785.04015235649421811 8347337.32543792389333248);39070;1463;Balingsta kyrka;high;6627598.226099;636225.500867;59.76380025;17.42538549;1591047.93234201;6628237.93424951;3800900006;Balingsta
Point (1668908.36771145765669644 7926667.95404590759426355);24720;5243;Askeryd;medium;6407108.605891;499528.074226;57.80597043;14.99205895;1451657.0755906;6409331.71592516;6040300016;Askeryd
Point (1665473.48467951291240752 8039642.45590157434344292);27239;5137;Appuna kyrka;high;6466858.956694;497728.679365;58.34263945;14.96120287;1450570.96828992;6469125.30802817;5861000002;Appuna
Point (1847053.99582504550926387 8236896.82223186828196049);34502;2889;Annat lägen än på topo;high;6570139.572202;590787.795932;59.2604614;16.59236835;1544902.60838046;6571317.29291531;4842000008;Åttinge
Point (1448529.44531748257577419 8429397.040672792121768);15018;8349;Annan plats på topo;high;6667878.487404;389590.409658;60.13294834;13.0123614;1344819.43827963;6671538.09976529;17370100104;Fryksände
Point (1697671.53357692761346698 7846626.51497897878289223);23587;5665;Alseda kyrka;high;6364261.621507;515041.70495;57.42084425;15.25044286;1466666.83656536;6366285.08908312;6851500001;Alseda
Point (1839911.65878748614341021 7694740.64658954087644815);22644;6396;Algutsrum kyrka;high;6282670.931373;593629.40243;56.6787559;16.52820765;1544314.25049387;6283741.54327821;8401400011;Algutsrum
Point (1970614.30744641949422657 8265347.89009302016347647);41570;291;1100-tals kyrka;high;6586690.076575;653464.569079;59.39084751;17.70232951;1607793.65866416;6587112.44932667;1250500007;Hilleshög
Point (1998044.17854955629445612 8307066.96594056487083435);35936;1093;;high;6608460.908021;666512.487218;59.58113542;17.94873624;1621108.03092074;6608728.87748793;1910700005;Skånela prästgård
Point (2047072.0076100688893348 8332503.03716516867280006);36262;768;;high;6622498.142853;690712.983252;59.69662827;18.38916072;1645482.9458325;6622474.24325417;1881100001;Ticksta
Point (1949302.28070325730368495 8344847.76975732203572989);39033;1469;;high;6626523.223873;641073.456637;59.75253657;17.51088032;1595883.79603509;6627103.74118681;3801000003;Lunda
Point (1934295.06932589877396822 8355695.79801884107291698);39153;1443;;high;6631704.479024;633305.482737;59.80158931;17.37606825;1588177.27010912;6632380.56762149;3800700005;Hagby
Point (1975328.22988161840476096 8362643.57402369100600481);38123;1403;;high;6635995.938601;653833.569744;59.83296799;17.7446754;1608761.65245688;6636423.00764912;3800500009;Danmark
Point (1968810.31455793022178113 8372192.02660090290009975);38215;1369;;high;6640655.989672;650358.562984;59.87604408;17.68612397;1605342.73707472;6641126.2522361;3800400012;*Vaksala Prästbol
Point (1962722.40822047251276672 8377395.83296660240739584);38317;1335;;high;6643143.518737;647194.608578;59.89949663;17.63143538;1602208.47543138;6643652.7994366;3800300003;Gamla Uppsala
Point (1960988.34437408577650785 8501058.15706710889935493);39429;1312;;high;6704605.587214;643886.084431;60.45196694;17.61585802;1599650.13152845;6705167.34762418;3600700020;Stymne
Point (1953554.33585844747722149 8483504.46919901110231876);39896;1220;;high;6695794.582187;640549.578589;60.37410975;17.54907718;1596205.06735242;6696395.43269447;3600100003;Ersta
Point (2020592.0503593715839088 8331755.02338357362896204);37854;847;;high;6621460.84254;677352.313447;59.69323757;18.15128722;1632107.62466787;6621599.24686376;1881500018;Närtuna
Point (2068004.82193135749548674 8401496.93768239766359329);39596;708;;high;6657685.197468;699415.70161;60.00789996;18.57720339;1654615.47365577;6657560.25377238;1880600017;Edebo
Point (2037857.0212547539267689 8351560.27872028667479753);39453;747;;high;6631862.399244;685578.41864;59.78289778;18.30638109;1640461.54278632;6631902.35196609;1880900101;*Prästgården
Point (2047198.90263807354494929 8344035.59492066781967878);39474;762;;high;6628313.22405;690479.757062;59.74886117;18.39030064;1645320.41883475;6628293.00657957;1881000004;Rimbo Prästgård
Point (2008887.1781700721476227 8325923.29044312611222267);36074;1128;;high;6618241.285027;671572.712938;59.66679093;18.04614056;1626287.94079758;6618449.42729092;1911000005;Lunda
Point (2014066.5220650767441839 8335228.79961028229445219);36106;1106;;high;6623057.550203;673973.088969;59.70898107;18.0926674;1628747.26888591;6623237.303731;1910900005;Skepptuna
Point (1971187.09650427917949855 8258198.03031856101006269);41649;302;;high;6583060.368063;653904.861844;59.35812804;17.70747497;1608190.05009132;6583476.7318496;1250700010;Sånga
Point (1985888.52242750464938581 8250154.87021347414702177);41454;283;;high;6579272.622587;661584.097996;59.32128288;17.83954012;1615824.7933123;6579595.27901565;1250400009;Lovö
Point (1954831.54528928617946804 8267607.5299433758482337);41514;259;;high;6587521.919294;645371.36001;59.4011816;17.56055055;1599708.99025928;6588042.53972786;1250100003;Munsö
Point (1987659.37114806100726128 8367744.3598880497738719);38469;;;high;6638820.210416;659929.164947;59.85598619;17.85544793;1614892.75245896;6639173.5753236;;
Point (2041991.81009893794544041 8454318.94039546884596348);39649;1885;;high;6683302.831689;685064.341166;60.24424803;18.34352453;1640574.91725848;6683356.88209646;3820400006;Börstil
Point (1988214.86617337050847709 8398143.7684931606054306);38637;1734;;high;6654063.638103;659549.955912;59.99283911;17.86043802;1614699.2354157;6654424.36948397;3804200004;Helgeby
Point (1990305.68991403677500784 8388529.78275152482092381);38565;1720;;high;6649298.895922;660806.605127;59.94961961;17.87922021;1615898.0184834;6649643.44981801;3804100020;Rasbo
Point (1948108.40173465525731444 8373941.21948582027107477);38836;1581;;high;6641126.057119;639919.039404;59.8839292;17.50015552;1594906.89129039;6641723.56363266;3801900025;Tiby
Point (1463381.18884307355619967 7931091.33913389127701521);6211;7480;;high;6410973.308212;389878.968326;57.82713506;13.14577688;1342007.10061532;6414504.88520929;15841100004;Varnum, *Kyrkarp
Point (1485826.21054131258279085 7895259.83067924808710814);6172;7488;;high;6391540.130196;401385.375473;57.65533401;13.34740394;1353287.62660417;6394925.20353618;15841300001;Finnekumla
Point (1472522.45895673800259829 7901142.35305420123040676);6071;7163;;high;6394865.788238;394337.102985;57.68359491;13.22789431;1346275.52395164;6398336.35752799;15830700010;Dannike
Point (1884916.45929191121831536 8359788.24510673340409994);6378;1864;;high;6632953.716878;608364.558537;59.82007587;16.93249265;1563245.98853765;6633933.61610791;3813600002;Altuna
Point (1881361.17564026266336441 8349396.50198933202773333);6296;1782;;high;6627673.453009;606723.925271;59.77311386;16.90055499;1561540.71665926;6628672.05987206;3813100015;Heby
Point (1841810.17943836189806461 8419349.08721090480685234);7748;10603;;high;6662212.863005;585956.993254;60.08796798;16.54526235;1541189.4131499;6663473.13087441;19810800013;Möklinta
Point (1841763.2204672833904624 8370849.31567468121647835);7496;10574;;high;6637941.0912;586500.287174;59.86999006;16.54484051;1541436.98785217;6639188.39354453;19810700022;Kila
Point (1852086.04445612104609609 8365468.97319883666932583);7353;10548;;high;6635363.536306;591758.732053;59.84572007;16.63757201;1546665.40915345;6636546.15342433;19810600023;Kumla prästgård
Point (1864105.60634819860570133 8360162.60661348327994347);7386;10506;;high;6632851.02452;597878.228947;59.82176643;16.74554557;1552755.86508437;6633958.52324908;19810500003;Tärna
Point (1850923.65212390408851206 8380765.33166883606463671);6613;10476;;high;6643026.628012;590985.068806;59.91467348;16.62713006;1545984.86537973;6644220.62547625;19810400002;Norrby prästgård
Point (1815761.5704817590303719 8299974.76756957080215216);7959;10054;;high;6601902.046839;574129.584315;59.5488623;16.31126371;1528624.87614066;6603290.07182174;19610400004;Säby
Point (1916218.6531416391953826 8423174.50887457281351089);7039;9889;;high;6665177.492789;623066.968854;60.10509999;17.21368504;1578344.52202667;6665985.56401608;19170700016;Harbo
Point (1912316.11703294818289578 8439635.44030951522290707);6921;9848;;high;6673308.5814;620848.087061;60.17871808;17.17862796;1576224.43448867;6674145.55269104;19170600035;Östervåla
Point (1883465.86101005063392222 8434043.87793170101940632);6718;9771;;high;6670080.232533;606555.9687;60.15372946;16.9194617;1561889.58323146;6671091.01306367;19170500005;Nora
Point (1870118.14223170978948474 8407552.69155986607074738);6591;9731;;high;6656682.43004;600260.576545;60.03508216;16.7995571;1555429.15531538;6657766.79286109;19170300011;Enåker
Point (1889584.36956585710868239 8409745.01448062621057034);7095;9711;;high;6658055.444473;609968.631903;60.04491724;16.9744252;1565156.29306472;6659021.7225029;19170200017;Huddungeby
Point (1876457.00507662841118872 8386170.45202336274087429);6546;9690;;high;6646073.028591;603732.788739;59.93900466;16.85650008;1558772.87542795;6647112.47375585;19170100035;Västerlövsta
Point (1819357.15905304555781186 8371911.62318495661020279);9810;10471;;high;6638228.718875;575220.45741;59.87477989;16.34356343;1530157.64544773;6639613.44443788;19810300013;Fläckebo
Point (1851407.33136243978515267 8332816.03064609412103891);9989;10321;;high;6618912.947803;591821.776637;59.69804695;16.63147503;1546528.36287344;6620090.60021143;19801700006;Tillberga
Point (1825846.51487122941762209 8304459.78297962248325348);10051;10224;;high;6604279.423099;579202.728581;59.56927501;16.40185831;1533728.25566378;6605606.52035449;19800900015;Digtuna
Point (1828757.92265759943984449 8333184.71574204787611961);9571;10189;;high;6618835.009229;580367.820359;59.69971798;16.42801193;1535070.46401356;6620151.86338332;19800700012;Skultuna
Point (1843215.93893650965765119 8339985.49919245019555092);9695;10167;;high;6622429.818546;587595.913323;59.73052689;16.5578905;1542344.16585323;6623659.75005649;19800600028;Romrartuna
Point (1832231.57023908407427371 8349039.52533103618770838);9769;10136;;high;6626865.757612;581947.948981;59.77149945;16.45921624;1536748.66333685;6628165.54260035;19800500019;Haraker
Point (1851058.40886767534539104 8320175.53402501810342073);9930;10083;;high;6612524.124436;591802.043497;59.6407047;16.6283406;1546430.99142375;6613700.38654644;19800300006;Badelunda
Point (1806494.96692884783260524 8301930.0872500641271472);8042;10037;;high;6602803.223921;569405.642094;59.55776309;16.22802039;1523910.56001519;6604248.83138862;19610300015;Kolbäck
Point (1811394.28959915181621909 8309441.17460483592003584);8443;10005;;high;6606654.66581;571820.047241;59.59193237;16.27203176;1526372.39181319;6608072.03819107;19610100021;Svedevi prästgård
Point (1776325.28080974961631 8277726.78658368159085512);9102;9950;;high;6590264.696178;554265.74843;59.4474217;15.95700149;1508614.20177886;6591890.33221785;19600500001;Björskog
Point (1801883.58486608462408185 8272131.46816134266555309);9342;9937;;high;6587628.404905;567334.586609;59.42186161;16.18659564;1521654.87276147;6589094.86119999;19600300044;Torpa
Point (1785218.46127696032635868 8277995.39561392273753881);9071;9946;;high;6590469.154324;558793.399235;59.44864826;16.03689029;1513145.66556832;6592039.96079722;19600400004;Korsgården
Point (1738481.42546743713319302 8054184.21296763699501753);11491;3865;;high;6474649.732294;536053.699473;58.41113301;15.61704436;1489002.48048117;6476459.32121592;5800200103;Linköping
Point (1901677.99364389036782086 8348086.7410934092476964);10240;1817;;high;6627321.879673;616991.151544;59.76719014;17.08306407;1571806.05721263;6628195.50795764;3813400003;Torstuna
Point (1900822.72204140853136778 8339049.48681439086794853);10206;1811;;high;6622754.844747;616702.279347;59.72628825;17.07538104;1571461.5755169;6623630.94805376;3813300002;Härnevi
Point (1941533.62765996181406081 8222870.20853819046169519);11403;552;;high;6564428.336317;639428.553646;59.19599571;17.44109332;1593485.40534548;6565016.33200633;1810500002;Turinge
Point (1994636.86578176054172218 8281952.42252751812338829);11307;513;;high;6595650.456226;665344.230236;59.46671213;17.91812783;1619784.09183456;6595930.39837204;1630100010;Sollentuna
Point (1772534.18973353737965226 8262787.06758669205009937);9449;10899;;high;6582633.325916;552440.18006;59.3791322;15.92294554;1506695.60516911;6584278.80925485;19840100205;Åsby
Point (1779465.52600388671271503 8307643.4273315817117691);8904;10795;;high;6605469.208968;555640.271572;59.58375726;15.9852108;1510173.58832162;6607082.67634606;19830500026;Odensvi
Point (1773688.18554588942788541 8298310.9218233460560441);8812;10767;;high;6600697.636231;552775.819949;59.54128647;15.93331206;1507250.37048004;6602344.45291643;19830400219;Malma
Point (2373132.80762270046398044 9443901.46512029133737087);1660;12034;;high;7153213.131639;804576.598342;64.36825787;21.31821472;1765961.77433861;7151823.40703637;24821000001;Lövånger
Point (2328654.12949620978906751 9543283.69509895890951157);1263;11984;;high;7193948.848975;781372.514691;64.75175228;20.91865596;1743274.82154719;7192857.27442281;24820400201;Skellefteå
Point (2322304.06846524914726615 9365659.25749648734927177);1626;11977;;high;7117141.962403;785754.902564;64.06252406;20.86161239;1746680.94907787;7115988.97445135;24097100201;Bygdeå
Point (2245318.70521889720112085 9306885.66646173410117626);1628;11978;;high;7088444.354526;754196.288883;63.83063545;20.17004111;1714756.27341024;7087688.60020754;24800100101;Umeå Prästgård
Point (2071443.72588858706876636 9172372.57646626979112625);1945;11828;;high;7023285.84344;680856.021755;63.29265333;18.60809559;1640584.28054885;7023446.6420308;22840800113;Själevad
Point (2092148.24513243231922388 9178615.32720851339399815);1845;11798;;high;7026627.489881;690004.847458;63.31784636;18.79408745;1649776.64854865;7026673.70864097;22840200142;Arnäs
Point (1899686.63645831122994423 8854717.25501243211328983);3037;11343;;high;6873822.371309;608221.379041;61.98133028;17.06517541;1566065.76888807;6874861.26399313;21320500012;Bergsjö kyrkby
Point (1920653.30350145557895303 8870342.33090190030634403);2850;11311;;high;6881485.11334;617833.722171;62.04719557;17.25352218;1575775.6274624;6882406.2850292;21320400001;*Röde
Point (2480897.39347851276397705 9837701.9188872966915369);840;12129;;high;7323219.466163;831957.963414;65.85657508;22.28628047;1795519.56787228;7321487.47581372;25800300451;Råneå
Point (2136851.51645079534500837 9192418.0378187820315361);2098;11880;;high;7034068.903482;709689.31622;63.37346995;19.19566377;1669557.73427926;7033868.41576821;22841000009;Grundsunda
Point (1987054.76217977027408779 9013057.9314866941422224);2451;11714;;high;6948956.708103;646089.636874;62.64223166;17.85001663;1604879.09745153;6949539.9491999;22800600012;*Söderstig
Point (1924188.51541370688937604 8952887.3191372100263834);3931;11727;;high;6920027.224386;618135.01717;62.39279468;17.28527953;1576557.10498852;6920953.45397363;22810600008;Sundsvall
Point (1997287.18011263338848948 9010356.22405625507235527);2382;11697;;high;6947926.429164;650855.677112;62.63107647;17.94193601;1609633.19760757;6948449.86198682;22800100008;Härnösand
Point (1852304.65839892323128879 8824507.15626106970012188);2783;11674;;high;6858957.498107;586279.74223;61.85357931;16.63953585;1543934.01091879;6860265.21985345;21841000028;Norrbo
Point (1903481.86335049569606781 8796770.23317583277821541);3876;11573;;high;6846539.92338;610891.202462;61.73581603;17.09926851;1568397.51768282;6847539.20536976;21840300001;Hudiksvalls kyrka
Point (1789138.24390008579939604 8818559.09316634386777878);3280;11399;;high;6855525.647755;556467.625559;61.82836349;16.0721023;1514071.05002056;6857202.44056004;21610100123;*Prästbordet
Point (2381859.13563104998320341 9700143.44450797513127327);1663;12146;;low;7262137.899833;797329.860032;65.34614309;21.39660466;1760105.01632755;7260847.34213614;25817100316;Piteå
Point (1384381.05025860876776278 7871156.09213886875659227);18241;6745;;medium;6380319.382627;346530.548469;57.5393043;12.43610656;1298271.21150208;6384351.17931288;15630400008;Sätila
Point (1516587.34459607000462711 8031635.31068287510424852);17575;8195;;medium;6463477.127577;419346.162292;58.30486796;13.62373591;1372115.8261754;6466681.35109567;16864700101;Broddetorp
Point (1536133.44835394830442965 8029365.9669214878231287);17725;8158;;medium;6462087.642349;429614.098831;58.29415562;13.79932155;1382371.72583154;6465168.21480746;16863300004;Borgunda
Point (1496040.30942474189214408 8048955.63814022857695818);21754;7870;;medium;6472802.726493;408741.262168;58.38652105;13.43915876;1361617.83701693;6476138.38443331;16820100202;Skara
Point (1536787.94382134894840419 8015229.70112268626689911);21687;7974;;medium;6454644.577464;429826.828979;58.22735293;13.80520098;1382495.40998617;6457719.30298777;16851900001;Kungslena
Point (1860842.89864596794359386 8599997.75325390510261059);10537;11302;;medium;6751456.442018;593145.340637;60.88732779;16.71623617;1549472.98874576;6752651.63900227;21010200104;Ockelbo
Point (2015447.54689785046502948 8248709.55888532660901546);11345;;;medium;6579209.855108;676721.874492;59.31465778;18.10507336;1630964.35401998;6579349.15957555;;
Point (1461857.34302488993853331 8402967.92034605145454407);15262;8807;;medium;6654496.981396;395867.033464;60.01450475;13.13208794;1350935.68284752;6658073.62561775;17660500009;Kyrkbyn
Point (1820867.78076863195747137 7691336.98292792961001396);15741;6507;;medium;6280580.592634;583185.96499;56.66195596;16.35713358;1533843.51755478;6281773.5046315;8800100102;Kalmar
Point (1820298.48105961410328746 7691041.36766831483691931);15737;6507;;medium;6280411.96659;582875.719963;56.6604965;16.35201947;1533531.20681308;6281608.48263581;8800100102;Kalmar
Point (2011597.61806964385323226 8252185.1780744232237339);15732;569;;medium;6580891.218668;674672.664162;59.33058736;18.07048886;1628935.1799574;6581055.61464596;1840100205;Stockholm
Point (1542134.17949227499775589 8090884.67996518313884735);17848;7825;;medium;6494235.065209;433323.207393;58.58340641;13.85322704;1386468.20799224;6497285.28600942;16800600001;Tidavad
Point (1582652.1107523872051388 8150029.66984075028449297);17831;7764;;medium;6524644.796317;454843.929637;58.85926055;14.21720581;1408364.02940796;6527448.93053524;16430200001;Hova
Point (2002150.07265314040705562 8232480.70220912527292967);31891;322;;medium;6570610.631927;670297.948418;59.24017825;17.98562011;1624435.2718171;6570826.30680737;1260100101;Huddinge Prästgård
Point (1983479.15422643418423831 8232261.68880191817879677);31852;343;;medium;6570082.101758;660739.616942;59.23917201;17.8178964;1614868.90059472;6570413.35499612;1270100108;Botkyrka
Point (1994068.0422463936265558 8176574.07183338794857264);32070;1199;;medium;6541735.64029;667411.411169;58.98235486;17.913018;1621199.28266376;6541981.35243362;1920400108;Ösmo
Point (1483883.89433454954996705 8074815.12042885180562735);23170;7796;;medium;6486487.863842;402693.415048;58.50807929;13.32995582;1355731.39894702;6489902.54030853;16611200001;Källby
Point (1443552.73902784450910985 8080655.44111217185854912);23074;7867;;medium;6490118.973726;381679.583032;58.53547491;12.96765489;1334750.99445464;6493787.84899623;16813200007;Söne
Point (1675280.57513634907081723 8069882.09632537327706814);27999;4940;;medium;6482701.250668;502874.668595;58.48492292;15.04930146;1455908.80571541;6484911.60524777;5832400207;Kälfsten
Point (1821414.34304416482336819 8194908.8455469561740756);34106;2553;;medium;6548322.503053;578096.721917;59.06712272;16.36204343;1531944.46605051;6549647.88565716;4830500037;Floda
Point (1924047.46118810935877264 8372402.27069073542952538);39214;1529;;medium;6639916.809681;627852.752796;59.87699193;17.28401242;1582823.36008873;6640661.02243633;3801500002;Västerby
Point (2575137.09345504781231284 9837008.18086554110050201);1634;12035;;medium;7327681.5591;870399.511545;65.85402595;23.1328501;1834019.51035044;7325454.6700243;25140100201;Kalix
Point (1898875.71879769139923155 8697099.94507043436169624);3914;11518;;medium;6798931.828216;610207.48053;61.30890511;17.05789081;1567124.45277386;6799928.35195198;21820900002;Söderhamn
Point (1887029.51421665237285197 8341831.50431893393397331);6233;1806;;high;6623945.733778;609694.899013;59.73888477;16.95147454;1564467.05516;6624907.32236142;3813200003;Skensta
Point (1849852.89862609817646444 8384637.26988719683140516);7589;10392;;high;6644954.332783;590399.855915;59.93210485;16.61751132;1545422.98728436;6646155.9540494;19810100201;Sala stads ägor
Point (1475453.15470737521536648 7883184.62574536632746458);6026;6710;;high;6385214.806331;395659.226707;57.5972531;13.2542212;1347483.46364171;6388664.93956573;15520600017;Länghem
Point (1426570.59280031896196306 8224608.00958963762968779);15604;9250;;high;6564810.587095;375230.190732;59.20398918;12.81510167;1329199.06205783;6568594.45837355;17851000004;Kila
Point (1490961.3112486694008112 7894678.93122195918112993);6163;7486;;medium;6391163.210667;404130.358327;57.65254205;13.39353334;1356029.43731164;6394515.44053125;15841200001;Säm
Point (1452006.47038436867296696 7887359.49985170271247625);20644;7172;;high;6387794.394158;383137.163547;57.61734446;13.04359605;1334985.89248145;6391394.74360621;15830800001;Stommen
Point (1950687.49664838472381234 8366141.13394583109766245);38868;1506;;high;6637259.718168;641364.457879;59.84875306;17.52332393;1596305.51657944;6637838.84503357;3801300102;Österby
Point (1818819.3440688350237906 8273038.43278192635625601);33250;2825;;high;6588253.669377;575957.730153;59.42600605;16.33873216;1530287.98989015;6589615.78334086;4841100001;Tumbo
Point (1485794.97199599863961339 8006222.98938256222754717);16235;8023;;high;6450467.836948;402809.402038;58.1847249;13.34712332;1355415.58254635;6453864.04930125;16860800001;Ullene
Point (1559081.5273857438005507 8090041.3110215337947011);18609;7901;;high;6493654.197002;442167.979374;58.57945708;14.00546765;1395309.8233689;6496597.87883304;16832800002;Vad
Point (1683846.82509285141713917 8066918.24193617142736912);28250;4905;;medium;6481157.224772;507364.48957;58.4710028;15.12625339;1460381.69160839;6483313.14963947;5832300101;Varv
Point (1842728.69303112453781068 8201919.85700501874089241);33066;2414;;medium;6552164.750463;588990.202414;59.0994818;16.55351349;1542887.23366569;6553359.57962099;4820700002;Mellösa
Point (1871892.60880482220090926 8216009.25687854085117579);33031;2402;;medium;6559772.585738;603798.588598;59.1644187;16.81549741;1557791.25628086;6560790.36702947;4820600015;Dunker
Point (1637550.43424024223349988 8040459.00261974055320024);27938;5023;;medium;6467323.387367;483045.673858;58.34648901;14.71036584;1435888.05813962;6469765.87351496;5840900001;Väversunda
Point (1644727.14861048455350101 8046984.71519455686211586);27855;5008;;medium;6470732.637403;486830.973788;58.37723906;14.77483536;1439715.65681491;6473131.04275628;5840700001;Källstad
Point (1641168.50366187142208219 8048173.95169272180646658);27894;5012;;medium;6471362.944942;484963.683824;58.38284002;14.74286751;1437855.21828621;6473783.97482317;5840800001;Rogslösa
Point (1648791.13688260223716497 8049674.05936203058809042);27850;5002;;medium;6472136.160921;488970.104892;58.38990383;14.81134279;1441872.41780968;6474509.44670085;5840600001;Herrestad
Point (1647785.0624088931363076 8059190.56717303488403559);27729;4992;;medium;6477123.3742;488456.367087;58.43468283;14.80230507;1441418.298447;6479504.68778959;5840500001;Örberga
Point (1648464.68936938489787281 8065361.96990271098911762);27711;4988;;medium;6480352.171822;488822.059313;58.46369135;14.80841026;1441822.86523072;6482730.30636477;5840400001;Nässja
Point (1722704.0120498463511467 8501027.50695031695067883);4192;10987;;high;6701826.684747;526149.383374;60.45183116;15.47531344;1481848.47625161;6703829.74660624;20817100009;Tuna prästgård
Point (1732722.73396463831886649 8505130.2234064731746912);5241;10977;;high;6703889.478191;531083.272236;60.47000146;15.56531315;1486809.2283768;6705832.77850783;20810300006;Torsång prästgård
Point (1647376.25676906458102167 8513805.34439118579030037);5446;10940;;high;6708048.395084;488940.983059;60.50838879;14.7986327;1444703.39130425;6710509.44127424;20260300004;*Kyrkbyn
Point (1613431.18193594925105572 8501219.87176837958395481);5479;10926;;high;6701934.29929;472146.58163;60.45268334;14.49369891;1427827.76570823;6704598.80118799;20210300003;*Prästgården
Point (1812122.72213274729438126 8387491.26043248455971479);4114;10457;;high;6645970.043181;571431.471498;59.94494758;16.27857538;1526461.91038003;6647403.05503359;19810200001;Västerfärnebo
Point (2170724.41251120343804359 9241544.64953339844942093);2310;11966;;high;7057022.763995;723335.064511;63.57057429;19.49994917;1683494.63428823;7056653.32920103;24017100125;Nordmaling
Point (1398825.09922590479254723 8051321.88982857950031757);18428;6989;;high;6475558.833005;357737.745956;58.39766161;12.56585966;1310622.07711232;6479507.75751486;15800700025;Vänersnäs
Point (1444078.29328048089519143 7985222.84312041290104389);18658;6957;;high;6439984.428663;380444.337275;58.08513405;12.97237602;1332914.18437915;6443643.07686348;15660300001;Fölene
Point (1413325.45081692142412066 7864698.85039161704480648);18128;6737;;high;6376295.145005;361972.937178;57.50815776;12.69611854;1313674.04909844;6380141.22114015;15630100004;Kinna
Point (1512496.12560736713930964 8029572.0588668417185545);17552;8202;;high;6462437.522386;417169.803929;58.2951286;13.58698387;1369926.017957;6465667.34902703;16864700401;Hornborga
Point (1510687.62078649550676346 8027139.88862605579197407);17537;8201;;high;6461179.164244;416190.419963;58.28364436;13.57073779;1368931.10892537;6464420.14821439;16864700301;Sätuna
Point (1505711.59022574033588171 8014924.87807908188551664);17386;8190;;high;6454808.72534;413428.881875;58.22591107;13.52603735;1366092.00271021;6458079.84900421;16864200001;Tunhem
Point (1503859.88029199652373791 8017247.14530602004379034);17308;8192;;high;6456052.875422;412479.042662;58.23689432;13.50940316;1365156.62095915;6459335.94809001;16864300001;Ugglum
Point (1508903.25789158651605248 8017905.16313725989311934);17360;8186;;high;6456341.299112;415146.343458;58.24000582;13.55470859;1367828.6073428;6459592.5652051;16864100008;Gudhem
Point (1513761.8593362420797348 8011936.05935941822826862);17451;8178;;high;6453143.924693;417643.177896;58.21177033;13.59835415;1370288.30624201;6456363.82949491;16864000001;Torbjörntorp
Point (1519687.66217652568593621 8015572.69953708630055189);17481;8173;;high;6454995.42829;420809.028642;58.22897531;13.65158654;1373477.76537508;6458178.27576333;16863800002;Valtorp
Point (1514373.80208233487792313 8021193.86270435526967049);17516;8175;;high;6458011.180934;418067.143046;58.25555268;13.60385132;1370770.74398781;6461228.23452936;16863900001;Håkantorp
Point (1521391.78307810937985778 8021918.80230754613876343);17507;8168;;high;6458317.649305;421774.094122;58.25897881;13.66689492;1374483.05080544;6461490.44579308;16863600001;Segerstad
Point (1525897.90334873320534825 8020098.93845231272280216);17658;8170;;high;6457313.799819;424130.833519;58.25037734;13.70737409;1376828.83132311;6460457.91916122;16863700001;Kyrketorp
Point (1524668.13264016783796251 8024546.81457339785993099);17609;8164;;high;6459666.221178;423527.766635;58.27139626;13.69632687;1376253.66730123;6462818.62209104;16863500002;Brunnhem
Point (1526685.42796628689393401 8024303.63817661069333553);17625;8159;;high;6459517.895742;424588.245473;58.27024743;13.71444854;1377312.84646239;6462657.52754025;16863400001;Stenstorp
Point (1527154.92750657349824905 8016304.79653829988092184);17683;8152;;high;6455304.027375;424755.575543;58.23243786;13.71866613;1377429.78882434;6458439.76258935;16863100002;Högstena
Point (1534784.87436512764543295 8020800.02823251113295555);17701;8154;;high;6457595.599776;428822.858579;58.25369124;13.7872071;1381526.32866103;6460683.65628494;16863200001;Dala
Point (1528659.36900723283179104 7993832.30790931358933449);16904;8150;;high;6443439.594607;425326.316267;58.12599716;13.73218075;1377858.81534547;6446563.17155673;16863000001;Skörtorp
Point (1526626.61581933684647083 7978303.67882289923727512);16995;8140;;high;6435251.324138;424094.428815;58.05225966;13.71392022;1376528.48768481;6438385.94270228;16862800007;Yllestad
Point (1524127.03131988504901528 7970482.18525630980730057);17013;8143;;high;6431135.872246;422689.021077;58.01506166;13.69146607;1375073.27644106;6434285.42200124;16862900001;Vistorp
Point (1529342.72361460118554533 7985230.30008385237306356);16957;8124;;high;6438887.75272;425602.866549;58.08516946;13.73831943;1378081.06578997;6442005.97910902;16862600001;Näs
Point (1521081.67015477456152439 7980839.32187856920063496);17038;8130;;high;6436649.922325;421181.310803;58.06431054;13.66410913;1373630.7652227;6439819.98723703;16862700006;Åsaka
Point (1516782.39507405878975987 7991318.55724332761019468);17129;8116;;high;6442235.0257;419015.652674;58.11407098;13.62548808;1371530.88937676;6445433.52390373;16862400005;Slöta
